TaxiId,Latitude,Longitude,Occupied,Time
anupwr,37.73975,-122.50019,1,"""1211533810
"
anupwr,37.74068,-122.48711,1,"""1211533442
"
anupwr,37.72079,-122.39449,1,"""1211524193
"
anupwr,37.74472,-122.41231,1,"""1211523105
"
anupwr,37.72349,-122.47341,1,"""1211514148
"
anupwr,37.78359,-122.4546,1,"""1211505307
"
anupwr,37.78176,-122.45889,1,"""1211502682
"
anupwr,37.78093,-122.46212,1,"""1211502285
"
anupwr,37.72623,-122.47646,1,"""1211486414
"
anupwr,37.76323,-122.46632,1,"""1211471980
"
anupwr,37.7804,-122.48795,1,"""1211471460
"
anupwr,37.80665,-122.47542,1,"""1211430905
"
anupwr,37.76381,-122.4525,1,"""1211403406
"
anupwr,37.76323,-122.45795,1,"""1211390191
"
anupwr,37.76461,-122.49117,1,"""1211382725
"
anupwr,37.75414,-122.48719,1,"""1211382160
"
anupwr,37.74248,-122.49719,1,"""1211381807
"
anupwr,37.77548,-122.46925,1,"""1211351976
"
anupwr,37.72006,-122.48141,1,"""1211243960
"
anupwr,37.78061,-122.47567,1,"""1211228883
"
anupwr,37.76406,-122.45733,1,"""1211209535
"
anupwr,37.77965,-122.49517,1,"""1211161117
"
anupwr,37.77591,-122.49273,1,"""1211160836
"
anupwr,37.78153,-122.49471,1,"""1211115037
"
anupwr,37.78511,-122.4765,1,"""1211114602
"
anupwr,37.74305,-122.42442,1,"""1211102049
"
anupwr,37.76396,-122.46648,1,"""1211092489
"
anupwr,37.76177,-122.47683,1,"""1211092274
"
anupwr,37.7309,-122.45115,1,"""1211021882
"
anupwr,37.72,-122.45862,1,"""1211021542
"
apigcyd,37.74358,-122.42663,1,"""1213024621
"
apigcyd,37.71759,-122.48222,1,"""1212984098
"
apigcyd,37.76401,-122.46623,1,"""1212964565
"
apigcyd,37.76395,-122.46957,1,"""1212964439
"
apigcyd,37.72782,-122.40267,1,"""1212954452
"
apigcyd,37.71836,-122.39939,1,"""1212954418
"
apigcyd,37.78619,-122.46356,1,"""1212916181
"
apigcyd,37.76953,-122.45201,1,"""1212907914
"
apigcyd,37.77548,-122.45692,1,"""1212907693
"
apigcyd,37.76406,-122.46708,1,"""1212907277
"
apigcyd,37.75926,-122.46397,1,"""1212907122
"
apigcyd,37.768,-122.45321,1,"""1212904305
"
apigcyd,37.76939,-122.4518,1,"""1212887400
"
apigcyd,37.78363,-122.45464,1,"""1212886182
"
apigcyd,37.7806,-122.47194,1,"""1212885760
"
apigcyd,37.77786,-122.47605,1,"""1212885491
"
apigcyd,37.80294,-122.45873,1,"""1212875150
"
apigcyd,37.76819,-122.45333,1,"""1212855837
"
apigcyd,37.72229,-122.43651,1,"""1212828883
"
apigcyd,37.71595,-122.4507,1,"""1212828603
"
apigcyd,37.71471,-122.40239,1,"""1212827863
"
apigcyd,37.73556,-122.40374,1,"""1212826890
"
apigcyd,37.77303,-122.48432,1,"""1212822363
"
apigcyd,37.77905,-122.49866,1,"""1212821971
"
apigcyd,37.77934,-122.50002,1,"""1212815611
"
apigcyd,37.77862,-122.49966,1,"""1212815132
"
apigcyd,37.72946,-122.40336,1,"""1212776904
"
apigcyd,37.77358,-122.46918,1,"""1212774495
"
apigcyd,37.78692,-122.45714,1,"""1212773954
"
apigcyd,37.77442,-122.50265,1,"""1212773174
"
apigcyd,37.77268,-122.46601,1,"""1212772586
"
apigcyd,37.73337,-122.43426,1,"""1212763880
"
apigcyd,37.74141,-122.41793,1,"""1212761876
"
apigcyd,37.71744,-122.39749,1,"""1212743921
"
apigcyd,37.7324,-122.43502,1,"""1212739484
"
apigcyd,37.73501,-122.42984,1,"""1212739360
"
apigcyd,37.72522,-122.40264,1,"""1212733176
"
apigcyd,37.76352,-122.45653,1,"""1212728827
"
apigcyd,37.75141,-122.46137,1,"""1212728382
"
apigcyd,37.74138,-122.43791,1,"""1212726019
"
apigcyd,37.78152,-122.45709,1,"""1212720876
"
apigcyd,37.7812,-122.46306,1,"""1212719211
"
apigcyd,37.78658,-122.46761,1,"""1212706341
"
apigcyd,37.78621,-122.45508,1,"""1212705618
"
apigcyd,37.74455,-122.42543,1,"""1212675954
"
apigcyd,37.73016,-122.40465,1,"""1212649569
"
apigcyd,37.78196,-122.48436,1,"""1212640403
"
apigcyd,37.77582,-122.46711,1,"""1212639947
"
apigcyd,37.77619,-122.45975,1,"""1212634868
"
apigcyd,37.792,-122.47885,1,"""1212634106
"
apigcyd,37.74423,-122.43188,1,"""1212591938
"
apigcyd,37.73805,-122.3965,1,"""1212590049
"
apigcyd,37.74501,-122.45861,1,"""1212568188
"
apigcyd,37.76597,-122.4545,1,"""1212565717
"
apigcyd,37.77551,-122.4564,1,"""1212559213
"
apigcyd,37.74188,-122.43274,1,"""1212557918
"
apigcyd,37.7647,-122.45224,1,"""1212556343
"
apigcyd,37.7614,-122.48021,1,"""1212550936
"
apigcyd,37.73948,-122.48296,1,"""1212550424
"
apigcyd,37.74371,-122.42118,1,"""1212525530
"
apigcyd,37.76381,-122.45699,1,"""1212515542
"
apigcyd,37.76381,-122.45699,1,"""1212515538
"
apigcyd,37.76577,-122.46003,1,"""1212509079
"
apigcyd,37.77017,-122.4693,1,"""1212508755
"
apigcyd,37.77364,-122.48638,1,"""1212475527
"
apigcyd,37.73891,-122.41407,1,"""1212472990
"
apigcyd,37.73823,-122.42623,1,"""1212472711
"
apigcyd,37.7802,-122.48904,1,"""1212469396
"
apigcyd,37.76366,-122.46314,1,"""1212444045
"
apigcyd,37.75823,-122.46244,1,"""1212441916
"
apigcyd,37.71497,-122.39794,1,"""1212429212
"
apigcyd,37.74319,-122.42345,1,"""1212418299
"
apigcyd,37.77848,-122.46413,1,"""1212391671
"
apigcyd,37.78064,-122.46959,1,"""1212391563
"
apigcyd,37.78543,-122.46025,1,"""1212391282
"
apigcyd,37.73434,-122.4339,1,"""1212374933
"
apigcyd,37.76216,-122.46856,1,"""1212370067
"
apigcyd,37.7537,-122.49018,1,"""1212327373
"
apigcyd,37.73993,-122.40439,1,"""1212321870
"
apigcyd,37.72125,-122.43735,1,"""1212313076
"
apigcyd,37.72136,-122.47502,1,"""1212310153
"
apigcyd,37.74407,-122.4208,1,"""1212305180
"
apigcyd,37.74301,-122.42152,1,"""1212305144
"
apigcyd,37.74407,-122.4208,1,"""1212305180
"
apigcyd,37.73703,-122.42422,1,"""1212305009
"
apigcyd,37.72896,-122.43103,1,"""1212296327
"
apigcyd,37.71817,-122.43029,1,"""1212296000
"
apigcyd,37.77953,-122.47395,1,"""1212288457
"
apigcyd,37.77918,-122.46952,1,"""1212288315
"
apigcyd,37.77255,-122.46632,1,"""1212278635
"
apigcyd,37.77701,-122.46617,1,"""1212278471
"
apigcyd,37.80753,-122.47483,1,"""1212255564
"
apigcyd,37.73076,-122.40485,1,"""1212215680
"
apigcyd,37.73076,-122.40485,1,"""1212215677
"
apigcyd,37.78578,-122.45911,1,"""1212211157
"
apigcyd,37.78653,-122.46146,1,"""1212211071
"
apigcyd,37.76305,-122.45852,1,"""1212188469
"
apigcyd,37.78827,-122.45934,1,"""1212186193
"
apigcyd,37.78655,-122.46741,1,"""1212185981
"
apigcyd,37.75222,-122.5083,1,"""1212185105
"
apigcyd,37.73538,-122.50525,1,"""1212184835
"
apigcyd,37.74309,-122.42342,1,"""1212159435
"
apigcyd,37.70934,-122.45134,1,"""1212125972
"
apigcyd,37.75715,-122.50887,1,"""1212113745
"
apigcyd,37.77714,-122.46829,1,"""1212113000
"
apigcyd,37.77643,-122.47043,1,"""1212112938
"
apigcyd,37.77494,-122.45275,1,"""1212097841
"
apigcyd,37.78642,-122.45299,1,"""1212091100
"
apigcyd,37.78603,-122.45753,1,"""1212090899
"
apigcyd,37.71602,-122.43487,1,"""1212043679
"
apigcyd,37.71731,-122.42861,1,"""1212043304
"
apigcyd,37.74263,-122.50155,1,"""1212004868
"
apigcyd,37.72385,-122.49521,1,"""1212003570
"
apigcyd,37.78034,-122.4634,1,"""1211989222
"
apigcyd,37.7866,-122.45342,1,"""1211988832
"
apigcyd,37.74315,-122.42346,1,"""1211986782
"
apigcyd,37.78013,-122.4823,1,"""1211952785
"
apigcyd,37.78152,-122.49239,1,"""1211952583
"
apigcyd,37.73932,-122.4277,1,"""1211949517
"
apigcyd,37.72697,-122.42876,1,"""1211927255
"
apigcyd,37.73828,-122.41796,1,"""1211926883
"
apigcyd,37.76574,-122.47159,1,"""1211866880
"
apigcyd,37.71618,-122.39877,1,"""1211821130
"
apigcyd,37.77764,-122.46622,1,"""1211800041
"
apigcyd,37.77855,-122.46517,1,"""1211799835
"
apigcyd,37.74425,-122.46311,1,"""1211799367
"
apigcyd,37.77682,-122.4561,1,"""1211798282
"
apigcyd,37.74229,-122.41922,1,"""1211687388
"
apigcyd,37.74236,-122.42192,1,"""1211678903
"
apigcyd,37.72464,-122.43051,1,"""1211678482
"
apigcyd,37.77139,-122.46763,1,"""1211670377
"
apigcyd,37.7316,-122.43469,1,"""1211668703
"
apigcyd,37.76212,-122.46633,1,"""1211655511
"
apigcyd,37.72177,-122.47543,1,"""1211654401
"
apigcyd,37.76085,-122.47667,1,"""1211653329
"
apigcyd,37.77108,-122.45504,1,"""1211652391
"
apigcyd,37.74469,-122.41235,1,"""1211618971
"
apigcyd,37.7749,-122.4844,1,"""1211598607
"
apigcyd,37.77327,-122.50358,1,"""1211598115
"
apigcyd,37.75798,-122.4769,1,"""1211590402
"
apigcyd,37.75808,-122.47724,1,"""1211590319
"
apigcyd,37.76197,-122.47188,1,"""1211589763
"
apigcyd,37.76532,-122.47301,1,"""1211589615
"
apigcyd,37.73891,-122.4854,1,"""1211585169
"
apigcyd,37.73676,-122.4968,1,"""1211584460
"
apigcyd,37.75695,-122.50675,1,"""1211583920
"
apigcyd,37.75389,-122.48885,1,"""1211583684
"
apigcyd,37.73225,-122.4944,1,"""1211582913
"
apigcyd,37.78114,-122.45882,1,"""1211561123
"
apigcyd,37.78155,-122.45589,1,"""1211559776
"
apigcyd,37.77222,-122.45225,1,"""1211529940
"
apigcyd,37.74234,-122.42436,1,"""1211525696
"
apigcyd,37.73758,-122.47514,1,"""1211524195
"
apigcyd,37.78126,-122.458,1,"""1211522027
"
apigcyd,37.7741,-122.46064,1,"""1211521416
"
apigcyd,37.76575,-122.46535,1,"""1211509411
"
apigcyd,37.76568,-122.46647,1,"""1211509324
"
apigcyd,37.78294,-122.46535,1,"""1211508899
"
apigcyd,37.78426,-122.46338,1,"""1211508697
"
apigcyd,37.72071,-122.4531,1,"""1211477458
"
apigcyd,37.75945,-122.47026,1,"""1211475100
"
apigcyd,37.74051,-122.41707,1,"""1211432194
"
apigcyd,37.73613,-122.41234,1,"""1211431228
"
apigcyd,37.78055,-122.47255,1,"""1211337590
"
apigcyd,37.7803,-122.47509,1,"""1211337540
"
apigcyd,37.73339,-122.39165,1,"""1211331479
"
apigcyd,37.78399,-122.47538,1,"""1211264914
"
apigcyd,37.78131,-122.46541,1,"""1211264398
"
apigcyd,37.78498,-122.46665,1,"""1211255845
"
apigcyd,37.78191,-122.45237,1,"""1211175134
"
apigcyd,37.76611,-122.45514,1,"""1211158025
"
apigcyd,37.79901,-122.45972,1,"""1211155652
"
apigcyd,37.71162,-122.38889,1,"""1211146941
"
apigcyd,37.78035,-122.46638,1,"""1211101837
"
apigcyd,37.7657,-122.46653,1,"""1211085518
"
apigcyd,37.76032,-122.4888,1,"""1211085157
"
apigcyd,37.73759,-122.42727,1,"""1211082832
"
apigcyd,37.7872,-122.45608,1,"""1211080825
"
apigcyd,37.7835,-122.46122,1,"""1211080632
"
apigcyd,37.78151,-122.46,1,"""1211079985
"
apigcyd,37.76809,-122.46677,1,"""1211062951
"
apigcyd,37.72318,-122.39212,1,"""1211034122
"
apigcyd,37.7419,-122.39741,1,"""1211033019
"
appsri,37.77205,-122.49567,1,"""1212916832
"
appsri,37.7326,-122.43427,1,"""1212908290
"
appsri,37.74238,-122.42236,1,"""1212908132
"
appsri,37.74271,-122.42185,1,"""1212908080
"
appsri,37.74092,-122.42785,1,"""1212892745
"
appsri,37.73778,-122.42394,1,"""1212892147
"
appsri,37.7391,-122.41728,1,"""1212889091
"
appsri,37.73902,-122.4155,1,"""1212878001
"
appsri,37.72154,-122.43077,1,"""1212876963
"
appsri,37.73546,-122.40061,1,"""1212875757
"
appsri,37.77985,-122.4892,1,"""1212845788
"
appsri,37.77966,-122.48361,1,"""1212845642
"
appsri,37.75669,-122.48528,1,"""1212834060
"
appsri,37.75446,-122.49524,1,"""1212833845
"
appsri,37.80167,-122.45321,1,"""1212790708
"
appsri,37.73401,-122.39132,1,"""1212771283
"
appsri,37.73489,-122.41096,1,"""1212744235
"
appsri,37.76449,-122.45889,1,"""1212738254
"
appsri,37.76355,-122.47852,1,"""1212735794
"
appsri,37.76355,-122.47852,1,"""1212735780
"
appsri,37.76462,-122.49543,1,"""1212735442
"
appsri,37.77471,-122.45489,1,"""1212723986
"
appsri,37.77258,-122.48534,1,"""1212723746
"
appsri,37.7874,-122.45269,1,"""1212719183
"
appsri,37.71679,-122.39894,1,"""1212695393
"
appsri,37.72272,-122.42985,1,"""1212684921
"
appsri,37.78038,-122.49556,1,"""1212573093
"
appsri,37.7782,-122.48431,1,"""1212572531
"
appsri,37.75062,-122.50092,1,"""1212532989
"
appsri,37.72148,-122.48186,1,"""1212532270
"
appsri,37.71948,-122.40457,1,"""1212516256
"
appsri,37.74136,-122.42011,1,"""1212468275
"
appsri,37.76513,-122.4611,1,"""1212466364
"
appsri,37.77308,-122.47198,1,"""1212445257
"
appsri,37.77241,-122.49707,1,"""1212444788
"
appsri,37.74414,-122.43269,1,"""1212401543
"
appsri,37.721,-122.44709,1,"""1212397200
"
appsri,37.71006,-122.45441,1,"""1212396920
"
appsri,37.73293,-122.39567,1,"""1212395819
"
appsri,37.72513,-122.40296,1,"""1212385459
"
appsri,37.74471,-122.45331,1,"""1212381105
"
appsri,37.77556,-122.45463,1,"""1212377619
"
appsri,37.74402,-122.42086,1,"""1212311872
"
appsri,37.74301,-122.42499,1,"""1212311703
"
appsri,37.7736,-122.46588,1,"""1212309549
"
appsri,37.77511,-122.46595,1,"""1212309474
"
appsri,37.73583,-122.42119,1,"""1212299108
"
appsri,37.7815,-122.4544,1,"""1212296982
"
appsri,37.78109,-122.46026,1,"""1212296919
"
appsri,37.77965,-122.50216,1,"""1212193333
"
appsri,37.77153,-122.50527,1,"""1212192560
"
appsri,37.74229,-122.42309,1,"""1212134449
"
appsri,37.80643,-122.47526,1,"""1212127469
"
appsri,37.71117,-122.41112,1,"""1212115604
"
appsri,37.72109,-122.40853,1,"""1212115129
"
appsri,37.74308,-122.42161,1,"""1212114553
"
appsri,37.74361,-122.41722,1,"""1212114342
"
appsri,37.77838,-122.47156,1,"""1212082279
"
appsri,37.78105,-122.46839,1,"""1212081831
"
appsri,37.7311,-122.40515,1,"""1212067120
"
appsri,37.78217,-122.46216,1,"""1212066181
"
appsri,37.76148,-122.48894,1,"""1212032078
"
appsri,37.76351,-122.4578,1,"""1212025848
"
appsri,37.75769,-122.4659,1,"""1212024844
"
appsri,37.73531,-122.42383,1,"""1212023122
"
appsri,37.7249,-122.42395,1,"""1211971937
"
appsri,37.73534,-122.42484,1,"""1211971302
"
appsri,37.73247,-122.4051,1,"""1211955021
"
appsri,37.76807,-122.45331,1,"""1211947926
"
appsri,37.76371,-122.47309,1,"""1211947691
"
appsri,37.76298,-122.48981,1,"""1211947442
"
appsri,37.72065,-122.44667,1,"""1211921903
"
appsri,37.73771,-122.39242,1,"""1211908776
"
appsri,37.7752,-122.45467,1,"""1211872443
"
appsri,37.7139,-122.43554,1,"""1211794356
"
appsri,37.71662,-122.43329,1,"""1211793894
"
appsri,37.76937,-122.45205,1,"""1211773851
"
appsri,37.7875,-122.45307,1,"""1211768305
"
appsri,37.73887,-122.46607,1,"""1211705781
"
appsri,37.74037,-122.4211,1,"""1211704053
"
appsri,37.74146,-122.41378,1,"""1211703773
"
appsri,37.75586,-122.47667,1,"""1211699962
"
appsri,37.77355,-122.47775,1,"""1211679187
"
appsri,37.78062,-122.47457,1,"""1211678435
"
appsri,37.71293,-122.44852,1,"""1211625559
"
appsri,37.73173,-122.41222,1,"""1211614717
"
appsri,37.74216,-122.42626,1,"""1211584254
"
appsri,37.73813,-122.42642,1,"""1211584097
"
appsri,37.73917,-122.41754,1,"""1211579336
"
appsri,37.79314,-122.47965,1,"""1211574579
"
appsri,37.78675,-122.464,1,"""1211511372
"
appsri,37.78367,-122.48864,1,"""1211490437
"
appsri,37.78,-122.50618,1,"""1211489330
"
appsri,37.78017,-122.46197,1,"""1211488735
"
appsri,37.78123,-122.4577,1,"""1211481028
"
appsri,37.76215,-122.46303,1,"""1211448101
"
appsri,37.78513,-122.48918,1,"""1211442690
"
appsri,37.77854,-122.47492,1,"""1211441918
"
appsri,37.77126,-122.47948,1,"""1211439523
"
appsri,37.78025,-122.47874,1,"""1211430392
"
appsri,37.76548,-122.47731,1,"""1211429912
"
appsri,37.73325,-122.47182,1,"""1211382204
"
appsri,37.74344,-122.43124,1,"""1211366983
"
appsri,37.76399,-122.45656,1,"""1211360297
"
appsri,37.75049,-122.47407,1,"""1211344531
"
appsri,37.76484,-122.49175,1,"""1211238081
"
appsri,37.71935,-122.45822,1,"""1211104653
"
appsri,37.73951,-122.46725,1,"""1211104223
"
appsri,37.73078,-122.47166,1,"""1211103964
"
appsri,37.78303,-122.46408,1,"""1211101787
"
apsskyul,37.78131,-122.46082,1,"""1212993810
"
apsskyul,37.78638,-122.47313,1,"""1212992678
"
apsskyul,37.80641,-122.47517,1,"""1212992517
"
apsskyul,37.80766,-122.47486,1,"""1212992438
"
apsskyul,37.76545,-122.47537,1,"""1212959768
"
apsskyul,37.74686,-122.47475,1,"""1212959010
"
apsskyul,37.77634,-122.46721,1,"""1212954161
"
apsskyul,37.7735,-122.45446,1,"""1212949258
"
apsskyul,37.78497,-122.46786,1,"""1212947712
"
apsskyul,37.74388,-122.42098,1,"""1212898352
"
apsskyul,37.74174,-122.42342,1,"""1212898238
"
apsskyul,37.78078,-122.46424,1,"""1212869180
"
apsskyul,37.78026,-122.47953,1,"""1212868883
"
apsskyul,37.77795,-122.48935,1,"""1212868656
"
apsskyul,37.77989,-122.48756,1,"""1212868479
"
apsskyul,37.77046,-122.48588,1,"""1212868205
"
apsskyul,37.78661,-122.45195,1,"""1212862331
"
apsskyul,37.78636,-122.45459,1,"""1212862226
"
apsskyul,37.72951,-122.43134,1,"""1212834142
"
apsskyul,37.78294,-122.46227,1,"""1212825040
"
apsskyul,37.76402,-122.46562,1,"""1212815687
"
apsskyul,37.75966,-122.48089,1,"""1212815348
"
apsskyul,37.78421,-122.48116,1,"""1212812919
"
apsskyul,37.77292,-122.48635,1,"""1212812538
"
apsskyul,37.77328,-122.46784,1,"""1212795634
"
apsskyul,37.77425,-122.47677,1,"""1212795471
"
apsskyul,37.75407,-122.45875,1,"""1212791713
"
apsskyul,37.75075,-122.46098,1,"""1212791480
"
apsskyul,37.74322,-122.47082,1,"""1212791280
"
apsskyul,37.78602,-122.46253,1,"""1212790373
"
apsskyul,37.78265,-122.46989,1,"""1212790192
"
apsskyul,37.77487,-122.50476,1,"""1212768352
"
apsskyul,37.75122,-122.50088,1,"""1212767127
"
apsskyul,37.73233,-122.40688,1,"""1212765416
"
apsskyul,37.76937,-122.45204,1,"""1212725428
"
apsskyul,37.74404,-122.42204,1,"""1212704387
"
apsskyul,37.74006,-122.41278,1,"""1212703975
"
apsskyul,37.77304,-122.47358,1,"""1212702073
"
apsskyul,37.78026,-122.48205,1,"""1212701831
"
apsskyul,37.787,-122.45183,1,"""1212685680
"
apsskyul,37.71886,-122.4699,1,"""1212680959
"
apsskyul,37.78967,-122.45968,1,"""1212676149
"
apsskyul,37.745,-122.47527,1,"""1212652473
"
apsskyul,37.75117,-122.47611,1,"""1212609958
"
apsskyul,37.72772,-122.47634,1,"""1212609590
"
apsskyul,37.78157,-122.46542,1,"""1212608662
"
apsskyul,37.78085,-122.48369,1,"""1212608154
"
apsskyul,37.73922,-122.47979,1,"""1212553637
"
apsskyul,37.77953,-122.496,1,"""1212552790
"
apsskyul,37.75587,-122.50351,1,"""1212552043
"
apsskyul,37.76959,-122.5105,1,"""1212551638
"
apsskyul,37.75867,-122.466,1,"""1212549600
"
apsskyul,37.72076,-122.45066,1,"""1212520325
"
apsskyul,37.78291,-122.46587,1,"""1212514479
"
apsskyul,37.72968,-122.40606,1,"""1212448656
"
apsskyul,37.74339,-122.44378,1,"""1212444168
"
apsskyul,37.73695,-122.46888,1,"""1212443326
"
apsskyul,37.76827,-122.45275,1,"""1212442263
"
apsskyul,37.76926,-122.45261,1,"""1212441767
"
apsskyul,37.72161,-122.44842,1,"""1212313664
"
apsskyul,37.77172,-122.46711,1,"""1212310286
"
apsskyul,37.77249,-122.46621,1,"""1212308657
"
apsskyul,37.72666,-122.4247,1,"""1212307050
"
apsskyul,37.73308,-122.44765,1,"""1212304571
"
apsskyul,37.77158,-122.46739,1,"""1212296260
"
apsskyul,37.73098,-122.45729,1,"""1212224776
"
apsskyul,37.72105,-122.45514,1,"""1212223711
"
apsskyul,37.76503,-122.47404,1,"""1212221899
"
apsskyul,37.74259,-122.45545,1,"""1212220153
"
apsskyul,37.77304,-122.454,1,"""1212216829
"
apsskyul,37.76041,-122.46293,1,"""1212215045
"
apsskyul,37.75739,-122.49708,1,"""1212163048
"
apsskyul,37.74811,-122.4889,1,"""1212162292
"
apsskyul,37.73203,-122.40654,1,"""1212160704
"
apsskyul,37.77221,-122.49373,1,"""1212116139
"
apsskyul,37.73653,-122.41603,1,"""1212035499
"
apsskyul,37.78633,-122.45369,1,"""1211926954
"
apsskyul,37.72497,-122.43457,1,"""1211925043
"
apsskyul,37.71314,-122.45802,1,"""1211923631
"
apsskyul,37.7829,-122.46017,1,"""1211906594
"
apsskyul,37.77985,-122.46418,1,"""1211906037
"
apsskyul,37.70899,-122.41689,1,"""1211869819
"
apsskyul,37.78129,-122.46072,1,"""1211832838
"
apsskyul,37.7734,-122.46609,1,"""1211824530
"
apsskyul,37.7777,-122.45504,1,"""1211819537
"
apsskyul,37.77339,-122.46606,1,"""1211737424
"
apsskyul,37.78053,-122.47743,1,"""1211728781
"
apsskyul,37.77715,-122.45831,1,"""1211699024
"
apsskyul,37.72056,-122.43509,1,"""1211623856
"
apsskyul,37.78117,-122.4602,1,"""1211619610
"
apsskyul,37.71149,-122.45033,1,"""1211618167
"
apsskyul,37.75867,-122.46387,1,"""1211615989
"
apsskyul,37.77915,-122.46634,1,"""1211614955
"
apsskyul,37.75817,-122.4982,1,"""1211606993
"
apsskyul,37.75629,-122.50462,1,"""1211605300
"
apsskyul,37.75781,-122.46361,1,"""1211595106
"
apsskyul,37.77377,-122.47891,1,"""1211580546
"
apsskyul,37.78056,-122.46642,1,"""1211579973
"
apsskyul,37.73055,-122.39233,1,"""1211576023
"
apsskyul,37.78434,-122.48709,1,"""1211564346
"
apsskyul,37.78347,-122.48403,1,"""1211564096
"
apsskyul,37.78144,-122.47726,1,"""1211563878
"
apsskyul,37.74777,-122.47587,1,"""1211563247
"
apsskyul,37.74215,-122.43546,1,"""1211517932
"
apsskyul,37.72312,-122.39846,1,"""1211494527
"
apsskyul,37.76958,-122.45359,1,"""1211489631
"
apsskyul,37.76958,-122.45372,1,"""1211489582
"
apsskyul,37.76428,-122.50253,1,"""1211483037
"
apsskyul,37.7485,-122.49003,1,"""1211482299
"
apsskyul,37.78594,-122.4572,1,"""1211481271
"
apsskyul,37.78122,-122.46536,1,"""1211480905
"
apsskyul,37.76361,-122.47642,1,"""1211479185
"
apsskyul,37.7635,-122.4575,1,"""1211464685
"
apsskyul,37.74487,-122.4441,1,"""1211441402
"
apsskyul,37.78139,-122.45932,1,"""1211333519
"
apsskyul,37.76565,-122.46647,1,"""1211235599
"
apsskyul,37.7788,-122.46626,1,"""1211235239
"
apsskyul,37.78638,-122.48523,1,"""1211234590
"
apsskyul,37.77016,-122.45349,1,"""1211231604
"
apsskyul,37.80709,-122.47403,1,"""1211221330
"
apsskyul,37.78129,-122.46046,1,"""1211166555
"
apsskyul,37.78139,-122.45874,1,"""1211166527
"
apsskyul,37.76233,-122.46179,1,"""1211164461
"
apsskyul,37.7629,-122.46199,1,"""1211164394
"
apsskyul,37.77144,-122.5105,1,"""1211155461
"
apsskyul,37.76082,-122.4961,1,"""1211135908
"
apsskyul,37.7653,-122.45984,1,"""1211101121
"
apsskyul,37.73427,-122.38802,1,"""1211064203
"
apsskyul,37.78751,-122.45523,1,"""1211051369
"
apsskyul,37.80643,-122.47563,1,"""1211050578
"
apsskyul,37.80767,-122.47469,1,"""1211050262
"
aquawaw,37.78238,-122.48063,1,"""1213032586
"
aquawaw,37.7763,-122.48404,1,"""1213032309
"
aquawaw,37.78637,-122.45361,1,"""1213031768
"
aquawaw,37.78707,-122.45534,1,"""1213031590
"
aquawaw,37.79767,-122.45861,1,"""1213027964
"
aquawaw,37.77948,-122.49716,1,"""1212959693
"
aquawaw,37.78131,-122.50055,1,"""1212959035
"
aquawaw,37.76549,-122.45448,1,"""1212916254
"
aquawaw,37.78102,-122.45998,1,"""1212898229
"
aquawaw,37.77934,-122.45949,1,"""1212898161
"
aquawaw,37.7748,-122.45386,1,"""1212894546
"
aquawaw,37.77342,-122.46926,1,"""1212894068
"
aquawaw,37.77448,-122.46811,1,"""1212890012
"
aquawaw,37.78107,-122.46409,1,"""1212889620
"
aquawaw,37.78013,-122.48248,1,"""1212685892
"
aquawaw,37.78021,-122.48501,1,"""1212685786
"
aquawaw,37.76414,-122.46468,1,"""1212685145
"
aquawaw,37.76888,-122.46565,1,"""1212684858
"
aquawaw,37.74539,-122.45236,1,"""1212654247
"
aquawaw,37.73797,-122.42655,1,"""1212547589
"
aquawaw,37.76374,-122.45714,1,"""1212529489
"
aquawaw,37.76393,-122.45724,1,"""1212529399
"
aquawaw,37.78308,-122.4601,1,"""1212467810
"
aquawaw,37.76056,-122.49567,1,"""1212457056
"
aquawaw,37.76993,-122.45197,1,"""1212373324
"
aquawaw,37.78167,-122.45444,1,"""1212372830
"
aquawaw,37.78999,-122.45443,1,"""1212370878
"
aquawaw,37.77599,-122.4585,1,"""1212367953
"
aquawaw,37.78623,-122.45546,1,"""1212353126
"
aquawaw,37.77803,-122.46409,1,"""1212341730
"
aquawaw,37.76651,-122.46654,1,"""1212339212
"
aquawaw,37.78154,-122.45897,1,"""1212327958
"
aquawaw,37.78633,-122.4545,1,"""1212327837
"
aquawaw,37.76639,-122.45305,1,"""1212312777
"
aquawaw,37.74304,-122.40508,1,"""1212311025
"
aquawaw,37.72577,-122.43397,1,"""1212309759
"
aquawaw,37.72231,-122.43657,1,"""1212309685
"
aquawaw,37.77825,-122.48232,1,"""1212307330
"
aquawaw,37.79906,-122.45246,1,"""1212306203
"
aquawaw,37.79635,-122.45481,1,"""1212305545
"
aquawaw,37.74055,-122.45828,1,"""1212288962
"
aquawaw,37.72051,-122.43691,1,"""1212269297
"
aquawaw,37.7359,-122.42445,1,"""1212268956
"
aquawaw,37.72914,-122.43101,1,"""1212268729
"
aquawaw,37.73633,-122.38709,1,"""1212252252
"
aquawaw,37.76513,-122.47069,1,"""1212245071
"
aquawaw,37.74316,-122.47281,1,"""1212223707
"
aquawaw,37.71122,-122.48434,1,"""1212222899
"
aquawaw,37.76528,-122.46425,1,"""1212210237
"
aquawaw,37.76511,-122.46415,1,"""1212210203
"
aquawaw,37.78126,-122.4574,1,"""1212188762
"
aquawaw,37.78102,-122.46201,1,"""1212188680
"
aquawaw,37.78038,-122.47605,1,"""1212176735
"
aquawaw,37.7796,-122.49744,1,"""1212176489
"
