TaxiId,Latitude,Longitude,CLUSTER_ID
jshigib,37.72762,-122.47994,"121"
jshigib,37.72339,-122.43212,"341"
jshigib,37.71793,-122.42807,"88"
jshigib,37.73337,-122.43418,"70"
jshigib,37.73279,-122.43433,"70"
jshigib,37.77546,-122.45469,"220"
jshigib,37.77965,-122.50214,"246"
jshigib,37.74282,-122.43104,"31"
jshigib,37.76377,-122.47308,"135"
jshigib,37.78,-122.48501,"314"
jshigib,37.78113,-122.4653,"32"
jshigib,37.73317,-122.38643,"171"
jshigib,37.74109,-122.3988,"295"
jshigib,37.78667,-122.46592,"354"
jshigib,37.74113,-122.42272,"274"
jshigib,37.78179,-122.46222,"232"
jshigib,37.73237,-122.44413,"377"
jshigib,37.76606,-122.4577,"319"
jshigib,37.77112,-122.45295,"117"
jshigib,37.78247,-122.46977,"306"
jshigib,37.78013,-122.48287,"164"
jshigib,37.7749,-122.49622,"19"
jshigib,37.7812,-122.4633,"232"
jshigib,37.76619,-122.45506,"38"
jshigib,37.73453,-122.3919,"48"
jshigib,37.74233,-122.42225,"124"
jshigib,37.78456,-122.46563,"354"
jshigib,37.74358,-122.45174,"266"
jshigib,37.78105,-122.46857,"306"
jshigib,37.78149,-122.46857,"306"
jshigib,37.72189,-122.39449,"315"
jshigib,37.78091,-122.46621,"32"
jshigib,37.78573,-122.50009,"219"
jshigib,37.74403,-122.43117,"31"
jshigib,37.76739,-122.45286,"239"
jshigib,37.76417,-122.46747,"400"
jshigib,37.72805,-122.46271,"350"
jshigib,37.76377,-122.47317,"135"
jshigib,37.76361,-122.47826,"21"
jshigib,37.78724,-122.45305,"290"
jshigib,37.77832,-122.46086,"321"
jshigib,37.76195,-122.47074,"352"
jshigib,37.74344,-122.42891,"257"
jshigib,37.72912,-122.44581,"91"
jshigib,37.7939,-122.47477,"122"
jshigib,37.7724,-122.50041,"240"
jshigib,37.76203,-122.47276,"68"
jshigib,37.77658,-122.45862,"311"
jshigib,37.72104,-122.44718,"207"
jshigib,37.71014,-122.44903,"236"
jshigib,37.73068,-122.40733,"398"
jshigib,37.7812,-122.45814,"102"
jshigib,37.78072,-122.46876,"306"
jshigib,37.7807,-122.45891,"102"
jshigib,37.78808,-122.4638,"354"
jshigib,37.7407,-122.46589,"340"
jshigib,37.73561,-122.49452,"375"
jshigib,37.74514,-122.48657,"260"
jshigib,37.73901,-122.42501,"63"
jshigib,37.73904,-122.41315,"241"
jshigib,37.73901,-122.42501,"63"
jshigib,37.72642,-122.4281,"137"
jshigib,37.78625,-122.45525,"107"
jshigib,37.73259,-122.40934,"398"
jshigib,37.76511,-122.46638,"46"
jshigib,37.7821,-122.46514,"232"
jshigib,37.78044,-122.49436,"344"
jshigib,37.781,-122.46201,"232"
jshigib,37.78049,-122.47921,"383"
jshigib,37.7635,-122.45739,"243"
jshigib,37.78406,-122.46988,"80"
jshigib,37.76002,-122.50056,"218"
jshigib,37.76114,-122.48783,"145"
jshigib,37.76123,-122.50815,"26"
jshigib,37.7612,-122.50822,"26"
jshigib,37.76637,-122.45319,"38"
jshigib,37.77958,-122.49453,"344"
jshigib,37.76271,-122.50071,"59"
jshigib,37.78069,-122.47055,"306"
jshigib,37.78011,-122.48654,"161"
jshigib,37.73972,-122.44869,"421"
jshigib,37.73383,-122.45211,"57"
jshigib,37.76504,-122.45597,"243"
jshigib,37.76579,-122.45285,"38"
jshigib,37.76112,-122.49958,"218"
jshigib,37.72519,-122.43146,"341"
jshigib,37.78288,-122.46511,"157"
jshigib,37.77963,-122.48255,"164"
jshigib,37.77492,-122.47685,"247"
jshigib,37.72859,-122.42708,"20"
jshigib,37.76936,-122.45231,"404"
jshigib,37.76478,-122.46747,"400"
jshigib,37.73332,-122.42937,"425"
jshigib,37.73343,-122.43416,"70"
jshigib,37.72679,-122.44639,"91"
jshigib,37.74385,-122.42099,"419"
jshigib,37.7394,-122.42008,"115"
jshigib,37.73547,-122.42018,"286"
jshigib,37.77462,-122.45584,"220"
jshigib,37.77447,-122.45836,"311"
jshigib,37.77325,-122.46524,"378"
jshigib,37.77483,-122.45421,"220"
jshigib,37.78104,-122.46249,"232"
jshigib,37.78093,-122.46471,"32"
jshigib,37.7652,-122.47727,"21"
jshigib,37.72612,-122.42514,"305"
jshigib,37.72586,-122.42527,"137"
jshigib,37.72494,-122.40686,"380"
jshigib,37.71963,-122.39704,"315"
jshigib,37.71149,-122.41454,"208"
jshigib,37.74463,-122.42059,"419"
jshigib,37.74463,-122.42059,"419"
jshigib,37.73272,-122.41506,"42"
jshigib,37.74463,-122.42059,"419"
jshigib,37.73476,-122.41357,"248"
jshigib,37.74463,-122.42059,"419"
jshigib,37.74108,-122.42283,"274"
jshigib,37.78102,-122.4614,"102"
jshigib,37.78314,-122.46042,"251"
jshigib,37.78417,-122.48282,"8"
jshigib,37.7823,-122.47879,"391"
jshigib,37.7801,-122.4828,"164"
jshigib,37.76542,-122.49285,"294"
jshigib,37.78401,-122.48508,"178"
jshigib,37.79068,-122.48331,"406"
jshigib,37.73734,-122.42387,"63"
jshigib,37.73973,-122.40707,"83"
jshigib,37.75848,-122.46918,"154"
jtobu,37.733,-122.40466,"123"
jtobu,37.78936,-122.45736,"227"
jtobu,37.71877,-122.42961,"174"
jtobu,37.78113,-122.45981,"102"
jtobu,37.78088,-122.47034,"306"
jtobu,37.72881,-122.42591,"20"
jtobu,37.77106,-122.46816,"323"
jtobu,37.77105,-122.46816,"323"
jtobu,37.77088,-122.45386,"117"
jtobu,37.77066,-122.47744,"185"
jtobu,37.76527,-122.47625,"349"
jtobu,37.74329,-122.40239,"37"
jtobu,37.72517,-122.40282,"217"
jtobu,37.74332,-122.40251,"37"
jtobu,37.74316,-122.40208,"37"
jtobu,37.7864,-122.46255,"64"
jtobu,37.78298,-122.46416,"232"
jtobu,37.76118,-122.48019,"158"
jtobu,37.73488,-122.39261,"48"
jtobu,37.74092,-122.42286,"274"
jtobu,37.71761,-122.47539,"362"
jtobu,37.76798,-122.45329,"239"
jtobu,37.7438,-122.42462,"414"
jtobu,37.73475,-122.39442,"338"
jtobu,37.73853,-122.38122,"422"
jtobu,37.73602,-122.38586,"112"
jtobu,37.76412,-122.47291,"135"
jtobu,37.77022,-122.46929,"323"
jtobu,37.77965,-122.50425,"402"
jtobu,37.77853,-122.51367,"0"
jtobu,37.7625,-122.46097,"333"
jtobu,37.76826,-122.46749,"323"
jtobu,37.78408,-122.47203,"80"
jtobu,37.76289,-122.45224,"282"
jtobu,37.73273,-122.38865,"171"
jtobu,37.74091,-122.42285,"274"
jtobu,37.72923,-122.40772,"93"
jtobu,37.74089,-122.42983,"31"
jtobu,37.7641,-122.46559,"288"
jtobu,37.76129,-122.48683,"420"
jtobu,37.77392,-122.46202,"138"
jtobu,37.78629,-122.45462,"290"
jtobu,37.77524,-122.4673,"378"
jtobu,37.76383,-122.45657,"243"
jtobu,37.76597,-122.46676,"46"
jtobu,37.78641,-122.45324,"290"
jtobu,37.7389,-122.41486,"241"
jtobu,37.75811,-122.46208,"275"
jtobu,37.76049,-122.46607,"140"
jtobu,37.76994,-122.46334,"78"
jtobu,37.72995,-122.44265,"191"
jtobu,37.776,-122.46184,"138"
jtobu,37.78734,-122.45386,"290"
jtobu,37.78742,-122.45285,"290"
jtobu,37.75712,-122.5004,"357"
jtobu,37.78689,-122.45729,"107"
jtobu,37.78488,-122.46197,"64"
jtobu,37.78984,-122.45466,"44"
jtobu,37.78502,-122.46212,"64"
jtobu,37.78042,-122.45878,"102"
jtobu,37.76383,-122.45709,"243"
jtobu,37.73692,-122.39423,"338"
jtobu,37.72169,-122.43061,"56"
jtobu,37.76379,-122.47206,"135"
jtobu,37.72996,-122.42906,"264"
jtobu,37.7438,-122.41897,"4"
jtobu,37.78372,-122.4709,"80"
jtobu,37.73361,-122.40629,"123"
jtobu,37.73268,-122.40451,"123"
jtobu,37.72868,-122.43124,"128"
jtobu,37.7225,-122.43652,"169"
jtobu,37.76362,-122.46628,"288"
jtobu,37.75192,-122.45834,"307"
jtobu,37.76412,-122.46615,"288"
jtobu,37.73951,-122.4659,"340"
jtobu,37.78366,-122.48291,"263"
jtobu,37.78651,-122.45304,"290"
jtobu,37.78413,-122.45336,"363"
jtobu,37.72601,-122.46441,"235"
jtobu,37.7419,-122.50367,"196"
jtobu,37.71793,-122.42801,"88"
jtobu,37.78133,-122.46093,"102"
jtobu,37.78541,-122.46349,"354"
jtobu,37.78738,-122.45938,"227"
jtobu,37.74328,-122.42138,"124"
jtobu,37.76579,-122.45787,"319"
jtobu,37.76403,-122.4666,"288"
jtobu,37.76558,-122.46755,"400"
jtobu,37.78017,-122.47938,"383"
jtobu,37.77837,-122.48079,"346"
jtobu,37.78661,-122.45289,"290"
jtobu,37.78005,-122.48348,"314"
jtobu,37.77531,-122.45284,"220"
jtobu,37.76284,-122.46093,"333"
jtobu,37.76425,-122.47825,"21"
jtobu,37.72046,-122.43588,"169"
jtobu,37.72272,-122.43627,"169"
jtobu,37.74295,-122.40663,"356"
jtobu,37.74,-122.41894,"115"
jtobu,37.73809,-122.5011,"72"
jtobu,37.73337,-122.43416,"70"
jtobu,37.71902,-122.45317,"386"
jtobu,37.74159,-122.42055,"124"
jtobu,37.74137,-122.42268,"274"
jtobu,37.73363,-122.42624,"160"
jtobu,37.7364,-122.38362,"308"
jtobu,37.78688,-122.45923,"227"
jtobu,37.78164,-122.4773,"125"
jtobu,37.7808,-122.46634,"32"
jtobu,37.77508,-122.47002,"126"
jtobu,37.78241,-122.47551,"125"
jtobu,37.78053,-122.47816,"383"
jtobu,37.78299,-122.48393,"263"
jtobu,37.78181,-122.45369,"363"
jtobu,37.78199,-122.46325,"232"
jtobu,37.7438,-122.42599,"257"
jtobu,37.78452,-122.473,"277"
jtobu,37.80756,-122.47502,"351"
jtobu,37.80774,-122.47452,"351"
jtobu,37.72182,-122.39456,"315"
jtobu,37.73543,-122.42642,"326"
jtobu,37.73354,-122.43388,"70"
jtobu,37.80758,-122.47495,"351"
jtobu,37.80764,-122.47487,"351"
jtobu,37.70914,-122.39502,"279"
jtobu,37.77089,-122.45383,"117"
jtobu,37.7676,-122.45318,"239"
jtobu,37.76511,-122.45564,"243"
jtobu,37.78132,-122.46075,"102"
jtobu,37.73537,-122.5054,"151"
jtobu,37.76597,-122.48279,"343"
jtobu,37.7577,-122.48104,"47"
jtobu,37.71671,-122.49744,"289"
jtobu,37.74897,-122.49006,"71"
jtobu,37.73604,-122.49676,"119"
jtobu,37.7219,-122.39581,"315"
jtobu,37.78311,-122.46065,"251"
jtobu,37.78296,-122.46532,"157"
jtobu,37.76923,-122.45211,"404"
jtobu,37.76358,-122.47699,"21"
jtobu,37.77095,-122.46822,"323"
jtobu,37.71749,-122.44063,"28"
jtobu,37.77432,-122.48439,"424"
jtobu,37.78449,-122.47411,"277"
jtobu,37.72749,-122.48012,"121"
jtobu,37.78126,-122.46194,"232"
jtobu,37.77972,-122.45871,"102"
jtobu,37.78636,-122.45327,"290"
jtobu,37.7854,-122.46109,"64"
jtobu,37.78458,-122.4591,"251"
jtobu,37.78664,-122.45218,"290"
jtobu,37.71265,-122.46348,"149"
jtobu,37.74113,-122.42269,"274"
jtobu,37.73575,-122.41908,"286"
jtobu,37.74999,-122.46334,"329"
jtobu,37.74286,-122.43645,"210"
jtobu,37.71814,-122.43428,"365"
jtobu,37.72652,-122.47612,"280"
jtobu,37.78091,-122.46449,"232"
jtobu,37.7806,-122.47258,"249"
jtobu,37.77895,-122.46411,"321"
jtobu,37.78042,-122.45877,"102"
jtobu,37.72375,-122.45597,"29"
jtobu,37.73181,-122.47915,"244"
jtobu,37.74419,-122.47138,"298"
jtobu,37.72819,-122.40079,"316"
jtobu,37.72645,-122.4236,"305"
jtobu,37.7756,-122.45883,"311"
jtobu,37.78416,-122.48076,"8"
jtobu,37.78675,-122.45514,"107"
jtobu,37.77503,-122.47795,"185"
jtobu,37.78176,-122.50369,"58"
jtobu,37.78538,-122.46186,"64"
jtobu,37.74429,-122.41144,"322"
jtobu,37.78261,-122.48279,"263"
jtobu,37.71361,-122.40378,"410"
jtobu,37.75974,-122.47776,"146"
jtobu,37.76072,-122.46381,"6"
jtobu,37.74073,-122.43771,"131"
jtobu,37.74034,-122.48415,"98"
jtobu,37.74303,-122.47732,"201"
jtobu,37.74752,-122.47043,"389"
jtobu,37.78501,-122.49052,"285"
jtobu,37.78208,-122.48594,"99"
jtobu,37.72686,-122.43405,"335"
jtobu,37.73036,-122.47038,"392"
jtobu,37.71432,-122.47275,"216"
jtobu,37.78652,-122.45319,"290"
jtobu,37.75048,-122.47841,"342"
jtobu,37.78115,-122.47293,"249"
jtobu,37.75761,-122.47106,"154"
jtobu,37.71957,-122.43313,"365"
jtobu,37.73743,-122.42386,"63"
jtobu,37.75741,-122.46381,"275"
jtobu,37.76353,-122.47765,"21"
jtobu,37.7622,-122.46711,"140"
jtobu,37.76085,-122.4748,"68"
jtobu,37.76933,-122.45205,"404"
jtobu,37.76604,-122.45787,"319"
jtobu,37.76634,-122.45295,"38"
jtobu,37.76528,-122.45891,"319"
jtobu,37.72573,-122.46143,"200"
jtobu,37.77213,-122.49279,"166"
jtobu,37.77134,-122.51007,"409"
jtobu,37.77388,-122.46375,"138"
jtobu,37.77358,-122.46388,"138"
jtobu,37.75863,-122.50149,"218"
jtobu,37.71998,-122.40762,"267"
jtobu,37.72136,-122.428,"364"
jtobu,37.72616,-122.43954,"79"
jtobu,37.73082,-122.45117,"57"
jtobu,37.73206,-122.45112,"57"
jtobu,37.76411,-122.50551,"265"
jtobu,37.7357,-122.50093,"370"
jtobu,37.73568,-122.50082,"370"
jtobu,37.73569,-122.50082,"370"
kenucki,37.74357,-122.41716,"4"
kenucki,37.76411,-122.5085,"429"
kenucki,37.73261,-122.40919,"398"
kenucki,37.76584,-122.45688,"243"
kenucki,37.77566,-122.46818,"126"
kenucki,37.75005,-122.50734,"173"
kenucki,37.78651,-122.4693,"80"
kenucki,37.77467,-122.46385,"138"
kenucki,37.77459,-122.46401,"138"
kenucki,37.77459,-122.46403,"138"
kenucki,37.78129,-122.46091,"102"
kenucki,37.77121,-122.45222,"404"
kenucki,37.7695,-122.51046,"120"
kenucki,37.76427,-122.46633,"288"
kenucki,37.75231,-122.47729,"114"
kenucki,37.76926,-122.45319,"404"
kenucki,37.77553,-122.45864,"311"
kenucki,37.78001,-122.46532,"32"
kenucki,37.7695,-122.51046,"120"
kenucki,37.71327,-122.3964,"279"
kenucki,37.77927,-122.4825,"164"
kenucki,37.7749,-122.45371,"220"
kenucki,37.77734,-122.46084,"321"
kenucki,37.76607,-122.46239,"333"
kenucki,37.72526,-122.43435,"335"
kenucki,37.72442,-122.43501,"335"
kenucki,37.76378,-122.45694,"243"
kenucki,37.76604,-122.46203,"333"
kenucki,37.75596,-122.48415,"394"
kenucki,37.78168,-122.45317,"363"
kenucki,37.7816,-122.45341,"363"
kenucki,37.78495,-122.45923,"251"
kenucki,37.78493,-122.45925,"251"
kenucki,37.80659,-122.46946,"66"
kenucki,37.76457,-122.45264,"38"
kenucki,37.73675,-122.37997,"75"
kenucki,37.72757,-122.43247,"128"
kenucki,37.71175,-122.40657,"172"
kenucki,37.73164,-122.4748,"11"
kenucki,37.77425,-122.46489,"378"
kenucki,37.72809,-122.47637,"280"
kenucki,37.75882,-122.50587,"413"
kenucki,37.74532,-122.47037,"389"
kenucki,37.78141,-122.45503,"273"
kenucki,37.78153,-122.46967,"306"
kenucki,37.78164,-122.50367,"58"
kenucki,37.78002,-122.4849,"314"
kenucki,37.78355,-122.49202,"43"
kenucki,37.7832,-122.48176,"8"
kenucki,37.76539,-122.45341,"38"
kenucki,37.7636,-122.47595,"349"
kenucki,37.75008,-122.48739,"71"
kenucki,37.76422,-122.46633,"288"
kenucki,37.78118,-122.45943,"102"
kenucki,37.772,-122.45388,"117"
kenucki,37.78014,-122.48564,"314"
kenucki,37.78477,-122.47763,"391"
kenucki,37.7419,-122.45522,"133"
kenucki,37.70834,-122.42043,"418"
kenucki,37.76619,-122.46091,"319"
kenucki,37.76187,-122.47815,"146"
kenucki,37.76797,-122.45621,"239"
kenucki,37.76222,-122.46597,"140"
kenucki,37.76463,-122.45266,"38"
kenucki,37.73112,-122.38932,"254"
kenucki,37.75818,-122.47675,"303"
kenucki,37.7855,-122.47003,"80"
kenucki,37.78752,-122.45246,"290"
kenucki,37.76467,-122.45411,"38"
kenucki,37.72287,-122.44966,"353"
kenucki,37.7621,-122.49963,"218"
kenucki,37.75938,-122.49621,"9"
kenucki,37.74489,-122.43349,"210"
kenucki,37.73134,-122.40496,"281"
kenucki,37.78223,-122.46221,"232"
kenucki,37.76487,-122.48984,"62"
kenucki,37.76439,-122.45828,"100"
kenucki,37.74989,-122.46646,"61"
kenucki,37.78312,-122.46145,"251"
kenucki,37.78116,-122.45855,"102"
kenucki,37.78312,-122.45912,"251"
kenucki,37.78414,-122.4591,"251"
kenucki,37.7825,-122.47633,"125"
kenucki,37.78013,-122.48146,"164"
kenucki,37.73483,-122.41506,"339"
kenucki,37.78686,-122.45729,"107"
kenucki,37.77801,-122.4894,"161"
kenucki,37.77984,-122.4878,"161"
kenucki,37.77736,-122.45763,"311"
kenucki,37.78111,-122.46096,"102"
kenucki,37.78365,-122.46658,"157"
kenucki,37.73981,-122.49058,"30"
kenucki,37.74125,-122.48535,"98"
kenucki,37.74322,-122.47333,"150"
kenucki,37.73472,-122.47513,"347"
kenucki,37.78054,-122.46967,"306"
kenucki,37.76359,-122.45727,"243"
kenucki,37.77304,-122.45344,"117"
kenucki,37.74818,-122.50404,"175"
kenucki,37.72499,-122.43748,"79"
kenucki,37.78005,-122.49108,"205"
kenucki,37.77908,-122.5129,"0"
kenucki,37.78415,-122.48829,"99"
kenucki,37.77915,-122.46953,"306"
kenucki,37.77553,-122.45623,"311"
kenucki,37.78633,-122.45451,"290"
kenucki,37.73368,-122.43411,"70"
kenucki,37.734,-122.43405,"70"
kenucki,37.74364,-122.44322,"259"
kenucki,37.7337,-122.43407,"70"
kenucki,37.7198,-122.39423,"315"
kenucki,37.73887,-122.42911,"189"
kenucki,37.76917,-122.45347,"404"
kenucki,37.73549,-122.44991,"170"
kenucki,37.71906,-122.46027,"156"
kenucki,37.72567,-122.43402,"335"
kenucki,37.72158,-122.43721,"169"
kenucki,37.7267,-122.45732,"224"
kenucki,37.77072,-122.46865,"323"
kenucki,37.77112,-122.46824,"323"
kenucki,37.80727,-122.47391,"351"
kenucki,37.73314,-122.39754,"110"
kenucki,37.71495,-122.43571,"109"
kenucki,37.76121,-122.48923,"145"
kenucki,37.76412,-122.46586,"288"
kenucki,37.76277,-122.46064,"333"
kenucki,37.74392,-122.42101,"419"
kenucki,37.72735,-122.47478,"280"
kenucki,37.72849,-122.48246,"121"
kenucki,37.76458,-122.45212,"38"
kenucki,37.75843,-122.46921,"154"
kenucki,37.78091,-122.46403,"232"
kenucki,37.77514,-122.46707,"378"
kenucki,37.76424,-122.4663,"288"
kenucki,37.73828,-122.42535,"63"
kenucki,37.78108,-122.46109,"102"
kenucki,37.76958,-122.51049,"120"
kenucki,37.78494,-122.45682,"107"
kenucki,37.7345,-122.47592,"347"
kenucki,37.78126,-122.45776,"273"
kenucki,37.75895,-122.46482,"334"
kenucki,37.76331,-122.48472,"343"
kenucki,37.78099,-122.46274,"232"
kenucki,37.77333,-122.50678,"361"
kenucki,37.71606,-122.46759,"253"
kenucki,37.73498,-122.49452,"403"
kenucki,37.72114,-122.48172,"41"
kenucki,37.78297,-122.47641,"125"
kenucki,37.78521,-122.48724,"285"
kenucki,37.78061,-122.46311,"232"
kenucki,37.77286,-122.48885,"166"
kenucki,37.72181,-122.43487,"169"
kenucki,37.73713,-122.42409,"63"
kenucki,37.72727,-122.42203,"305"
kenucki,37.77635,-122.45748,"311"
kenucki,37.78058,-122.46422,"232"
kenucki,37.76929,-122.45242,"404"
kenucki,37.77972,-122.49481,"344"
kenucki,37.74392,-122.43866,"60"
kenucki,37.78106,-122.46639,"32"
kenucki,37.77957,-122.46423,"32"
kenucki,37.78135,-122.45517,"273"
kenucki,37.73558,-122.50255,"370"
kenucki,37.73534,-122.50325,"370"
kenucki,37.76387,-122.45707,"243"
kenucki,37.74472,-122.3999,"37"
kenucki,37.76411,-122.46441,"288"
kenucki,37.76421,-122.50455,"265"
kenucki,37.76916,-122.45278,"404"
kenucki,37.76525,-122.46213,"333"
kenucki,37.76916,-122.45278,"404"
kenucki,37.7441,-122.49476,"229"
kenucki,37.76289,-122.47819,"21"
kenucki,37.74412,-122.47794,"22"
kenucki,37.765,-122.46636,"46"
kenucki,37.76501,-122.46637,"46"
kenucki,37.73339,-122.43418,"70"
kenucki,37.74195,-122.40621,"356"
kenucki,37.743,-122.40549,"356"
kenucki,37.75969,-122.50376,"141"
kenucki,37.72609,-122.47957,"121"
kenucki,37.72073,-122.44689,"207"
kenucki,37.78063,-122.47133,"306"
kenucki,37.779,-122.4676,"32"
kenucki,37.72618,-122.442,"225"
kenucki,37.71981,-122.46395,"188"
kenucki,37.76508,-122.46956,"400"
kenucki,37.74757,-122.45712,"325"
kenucki,37.73492,-122.4326,"70"
kenucki,37.76327,-122.48289,"343"
kenucki,37.74807,-122.48359,"223"
kenucki,37.76428,-122.46627,"288"
kenucki,37.76176,-122.46617,"140"
kenucki,37.77369,-122.48643,"293"
kenucki,37.77546,-122.50479,"155"
kenucki,37.78099,-122.46329,"232"
kenucki,37.77458,-122.46383,"138"
kenucki,37.7383,-122.46863,"52"
kenucki,37.74477,-122.48445,"223"
kenucki,37.7442,-122.4208,"419"
kfrab,37.78022,-122.48027,"164"
kfrab,37.77948,-122.48152,"164"
kfrab,37.7864,-122.45314,"290"
kfrab,37.78738,-122.45333,"290"
kfrab,37.71974,-122.39992,"261"
kfrab,37.80774,-122.47454,"351"
kfrab,37.75848,-122.47785,"303"
kfrab,37.75865,-122.4769,"303"
kfrab,37.75431,-122.47672,"114"
kfrab,37.76444,-122.45338,"38"
kfrab,37.78115,-122.47951,"383"
kfrab,37.77513,-122.47475,"247"
kfrab,37.78753,-122.45268,"290"
kfrab,37.78753,-122.45268,"290"
kfrab,37.74421,-122.43239,"31"
kfrab,37.74421,-122.43239,"31"
kfrab,37.7773,-122.46614,"374"
kfrab,37.77124,-122.46781,"323"
kfrab,37.79627,-122.47962,"45"
kfrab,37.79559,-122.46158,"167"
kfrab,37.78607,-122.45343,"290"
kfrab,37.78073,-122.46884,"306"
kfrab,37.78055,-122.47286,"249"
kfrab,37.76562,-122.46966,"400"
kfrab,37.78055,-122.47286,"249"
kfrab,37.76428,-122.46954,"400"
kfrab,37.74648,-122.4552,"325"
kfrab,37.78596,-122.46459,"354"
kfrab,37.71514,-122.47285,"216"
kfrab,37.74521,-122.47288,"389"
kfrab,37.7381,-122.41405,"241"
kfrab,37.76813,-122.45326,"239"
kfrab,37.76176,-122.48779,"145"
kfrab,37.78119,-122.46034,"102"
kfrab,37.71686,-122.40247,"388"
kfrab,37.78294,-122.46014,"251"
kfrab,37.74347,-122.42123,"419"
kfrab,37.74315,-122.42142,"124"
kfrab,37.73355,-122.42655,"160"
kfrab,37.72302,-122.43555,"169"
kfrab,37.77214,-122.45254,"117"
kfrab,37.74412,-122.42716,"257"
kfrab,37.7752,-122.47481,"247"
kfrab,37.76381,-122.47341,"349"
kfrab,37.78734,-122.45353,"290"
kfrab,37.78063,-122.4702,"306"
kfrab,37.78058,-122.47321,"249"
kfrab,37.77368,-122.47784,"185"
kfrab,37.76495,-122.47404,"349"
kfrab,37.78285,-122.49631,"344"
kfrab,37.78312,-122.49712,"219"
kfrab,37.72761,-122.40278,"17"
kfrab,37.74366,-122.4289,"257"
kfrab,37.76251,-122.46105,"333"
kfrab,37.78225,-122.47896,"391"
kfrab,37.78027,-122.48322,"314"
kfrab,37.78314,-122.46131,"251"
kfrab,37.78127,-122.46318,"232"
kfrab,37.74178,-122.41441,"241"
kfrab,37.71864,-122.4405,"345"
kfrab,37.71077,-122.41889,"395"
kfrab,37.71864,-122.4405,"345"
kfrab,37.76044,-122.49304,"387"
kfrab,37.75004,-122.48733,"71"
kfrab,37.77997,-122.48578,"314"
kfrab,37.77306,-122.48965,"166"
kfrab,37.76346,-122.45799,"100"
kfrab,37.74587,-122.46195,"291"
kfrab,37.77587,-122.46284,"138"
kfrab,37.77534,-122.4607,"138"
kfrab,37.78127,-122.46303,"232"
kfrab,37.75943,-122.46055,"275"
kfrab,37.79552,-122.45575,"278"
kfrab,37.78325,-122.45906,"251"
kfrab,37.78295,-122.45792,"251"
kfrab,37.77741,-122.45323,"14"
kfrab,37.77434,-122.46913,"126"
kfrab,37.77025,-122.45256,"404"
kfrab,37.78536,-122.48943,"285"
kfrab,37.77578,-122.46394,"138"
kfrab,37.77979,-122.48814,"161"
kfrab,37.77749,-122.4942,"415"
kfrab,37.77538,-122.45542,"220"
kfrab,37.77487,-122.477,"247"
kfrab,37.77216,-122.50976,"409"
kfrab,37.77216,-122.50977,"409"
kfrab,37.75976,-122.49195,"387"
kfrab,37.76411,-122.51015,"429"
kfrab,37.75976,-122.49195,"387"
kfrab,37.724,-122.48482,"292"
kfrab,37.72707,-122.40275,"17"
kfrab,37.72919,-122.40332,"281"
kfrab,37.78367,-122.47265,"277"
ktamy,37.77574,-122.49718,"19"
ktamy,37.74619,-122.47126,"389"
ktamy,37.76543,-122.45295,"38"
ktamy,37.76344,-122.45984,"100"
ktamy,37.76619,-122.45955,"319"
ktamy,37.72705,-122.44654,"91"
ktamy,37.71861,-122.43299,"365"
ktamy,37.72092,-122.39464,"315"
ktamy,37.71597,-122.44042,"28"
ktamy,37.7198,-122.43858,"345"
ktamy,37.72563,-122.42353,"305"
ktamy,37.73099,-122.38305,"27"
ktamy,37.73094,-122.38308,"27"
ktamy,37.72553,-122.4235,"305"
ktamy,37.78027,-122.48356,"314"
ktamy,37.74122,-122.45867,"407"
ktamy,37.76257,-122.46409,"6"
ktamy,37.76569,-122.46433,"46"
ktamy,37.77835,-122.45864,"311"
ktamy,37.76314,-122.50606,"265"
ktamy,37.76531,-122.47901,"21"
ktamy,37.72188,-122.44312,"225"
ktamy,37.7689,-122.51039,"120"
ktamy,37.77349,-122.50582,"361"
ktamy,37.7428,-122.48179,"332"
ktamy,37.74311,-122.47301,"150"
ktamy,37.78319,-122.45984,"251"
ktamy,37.76357,-122.45718,"243"
ktamy,37.76373,-122.45716,"243"
ktamy,37.71042,-122.39524,"279"
ktamy,37.73005,-122.39854,"221"
ktamy,37.78531,-122.46196,"64"
ktamy,37.78707,-122.45349,"290"
ktamy,37.78594,-122.45717,"107"
ktamy,37.78601,-122.45603,"107"
ktamy,37.7396,-122.40003,"295"
ktamy,37.77218,-122.45275,"117"
ktamy,37.74149,-122.42002,"124"
ktamy,37.74261,-122.42175,"124"
ktamy,37.73753,-122.42397,"63"
ktamy,37.73431,-122.42586,"160"
ktamy,37.7167,-122.47072,"216"
ktamy,37.76343,-122.4579,"100"
ktamy,37.78619,-122.47731,"391"
ktamy,37.78707,-122.45542,"107"
ktamy,37.78347,-122.48075,"8"
ktamy,37.773,-122.45344,"117"
ktamy,37.75503,-122.49053,"182"
ktamy,37.73569,-122.38071,"75"
ktamy,37.73232,-122.3865,"171"
ktamy,37.78039,-122.4814,"164"
ktamy,37.77648,-122.48213,"346"
ktamy,37.76295,-122.48466,"343"
ktamy,37.72415,-122.46031,"200"
ktamy,37.72747,-122.41887,"397"
ktamy,37.73667,-122.38859,"373"
ktamy,37.783,-122.46265,"232"
ktamy,37.75636,-122.46988,"154"
ktamy,37.76527,-122.47168,"135"
ktamy,37.7645,-122.48147,"343"
ktamy,37.77514,-122.45484,"220"
ktamy,37.7923,-122.48083,"426"
