StopId,Latitude,Longitude,count
0,37.778637195121995,-122.51354569105702,246
1,37.72635,-122.36596499999999,2
2,37.709273020833336,-122.45263583333333,96
3,37.80272243478261,-122.45339600000004,115
4,37.7435348148148,-122.41838539682536,189
5,37.72793666666667,-122.50205166666666,6
6,37.7617251319648,-122.46328909090903,341
7,37.71102043478261,-122.39910434782607,23
8,37.78466229381442,-122.48109891752567,388
9,37.757171182795716,-122.49559892473117,93
10,37.73403690721648,-122.44163701030928,97
11,37.73026704,-122.47567159999998,125
12,37.7424652238806,-122.38807746268658,67
13,37.71062333333332,-122.42860696969696,33
14,37.77811787292821,-122.45398889502768,362
15,37.8098675,-122.476445,4
16,37.7097175,-122.48386,8
17,37.72716093750001,-122.40315505208333,192
18,37.711040000000004,-122.38214714285716,7
19,37.775287049180335,-122.49764229508195,122
20,37.72909444444444,-122.4259567111111,225
21,37.76445952307694,-122.47789223076926,650
22,37.745490548780495,-122.47652579268295,164
23,37.745779222222204,-122.50551922222218,90
24,37.74030235294119,-122.46184705882351,68
25,37.79571940000001,-122.46590739999999,50
26,37.76013730769232,-122.50805660256414,156
27,37.73099825,-122.38257724999997,40
28,37.716724369369416,-122.44099601351358,444
29,37.72234101851851,-122.45651879629638,108
30,37.738925970149246,-122.49150208955224,67
31,37.74291335384618,-122.43104224615391,325
32,37.78059414481894,-122.46617651685374,801
33,37.71575933333333,-122.41354733333336,15
34,37.74197,-122.36981,1
35,37.71317547619048,-122.47130095238097,42
36,37.709505,-122.497885,2
37,37.74298395522389,-122.40201895522385,134
38,37.765522517162445,-122.45321689931373,874
39,37.75050783783784,-122.45312756756758,37
40,37.719454716981126,-122.39207301886788,53
41,37.72086441176471,-122.48304333333333,102
42,37.732725696202536,-122.41354316455697,79
43,37.782492555066085,-122.49191524229076,227
44,37.7921285123967,-122.45294297520662,121
45,37.797835,-122.47878799999998,10
46,37.765926322580626,-122.46590845161293,620
47,37.75864010101011,-122.48055242424246,99
48,37.73453508571431,-122.39156879999999,175
49,37.709310943396225,-122.43772962264147,53
50,37.77725010526317,-122.4850156140351,285
51,37.732730625,-122.48377666666666,48
52,37.7381781512605,-122.46981689075625,119
53,37.71963690476192,-122.40413821428571,84
54,37.708935312499996,-122.41657343749996,32
55,37.77199918918918,-122.50424013513506,74
56,37.72117201492537,-122.43193328358205,134
57,37.731742682926814,-122.45216719512194,82
58,37.78194466216219,-122.50381962837831,296
59,37.76381664473683,-122.50078072368416,152
60,37.74397602094241,-122.43854785340315,191
61,37.74971107142858,-122.46660999999999,84
62,37.76437113636364,-122.48879909090915,88
63,37.73831103244841,-122.42401041297924,339
64,37.78563333333332,-122.46161138888897,576
65,37.753694725274734,-122.50431912087913,91
66,37.80577857142856,-122.46876476190478,42
67,37.73049777777778,-122.49099944444444,18
68,37.760427295597516,-122.4736665408805,159
69,37.717697327586215,-122.45042870689653,116
70,37.73359039292734,-122.43398322200386,509
71,37.748847938931306,-122.4889561832061,131
72,37.73865199999999,-122.50098235294121,85
73,37.73095536585364,-122.46447243902438,41
74,37.72106322259136,-122.47542574750827,301
75,37.73632500000001,-122.3791742105263,38
76,37.71053,-122.39257222222223,27
77,37.71722499999999,-122.49898166666667,6
78,37.77124982456137,-122.4595139473684,114
79,37.72569648351649,-122.43785999999999,91
80,37.78493428940569,-122.47048467700269,387
81,37.777314600000004,-122.47636754999994,200
82,37.74670178571428,-122.49397035714287,56
83,37.73983486910997,-122.40916638743461,191
84,37.741349019607846,-122.45050607843136,51
85,37.73118055555556,-122.37494722222222,18
86,37.7198589380531,-122.46729336283184,113
87,37.747405040000004,-122.45946631999996,125
88,37.71868954545454,-122.42725522727272,88
89,37.71170702702703,-122.40873378378377,37
90,37.71098716814158,-122.44676141592913,113
91,37.727835882352935,-122.4461575,68
92,37.79861212598424,-122.4587673228346,127
93,37.726920945945956,-122.40921770270268,74
94,37.72072238095239,-122.38713261904765,42
95,37.7147462121212,-122.45994818181818,66
96,37.729247216494855,-122.42024938144331,97
97,37.71427,-122.49195,1
98,37.74229977777779,-122.48396877777779,90
99,37.78283896226414,-122.4879022641511,318
100,37.763352290794955,-122.45823433054389,956
101,37.75817391304347,-122.4528913043478,23
102,37.781070915805,-122.45997456425418,1354
103,37.72829989361702,-122.39342840425532,94
104,37.741478,-122.39483800000001,5
105,37.73790162162161,-122.47896081081082,37
106,37.80481459459459,-122.47376027027029,37
107,37.7861704661325,-122.45655635833926,1373
108,37.716462968749994,-122.47749468749998,64
109,37.714459206349204,-122.43638920634923,126
110,37.73468792079207,-122.39950118811875,101
111,37.787833617021285,-122.48540989361705,94
112,37.73823172413792,-122.385354137931,58
113,37.71543618705036,-122.3981751798562,139
114,37.75349954166665,-122.47685004166664,240
115,37.739434600840305,-122.41801241596637,476
116,37.80711,-122.457735,2
117,37.77229884841367,-122.45361554641603,851
118,37.77054904761904,-122.48332999999995,21
119,37.735589677419355,-122.49793677419356,62
120,37.76937395161289,-122.51042750000008,124
121,37.72722260000001,-122.47960770000003,100
122,37.79396894736842,-122.4748194736842,19
123,37.7326162385321,-122.40562178899086,218
124,37.74266634730537,-122.42178257485027,835
125,37.78104809523806,-122.47583910256397,546
126,37.775038956310695,-122.47051033980581,412
127,37.731960924369766,-122.42280831932773,119
128,37.728345355029575,-122.4314191124261,338
129,37.721578652482265,-122.40020148936176,141
130,37.72690777777777,-122.38790972222218,36
131,37.74000162162161,-122.43740873873877,111
132,37.74432149253733,-122.4655543283582,67
133,37.74276083333333,-122.45557833333335,96
134,37.77915480662985,-122.49973707182312,181
135,37.764792878338284,-122.47170020771505,337
136,37.71682368421052,-122.48447026315789,38
137,37.72472907407408,-122.42627009259266,108
138,37.774693791469204,-122.46293009478687,422
139,37.7336431707317,-122.45891975609753,41
140,37.76186820224717,-122.4661964494382,445
141,37.76063166666667,-122.50508819999993,150
142,37.79870629213484,-122.45260943820223,89
143,37.722786616541356,-122.45322563909768,133
144,37.73344957264957,-122.49001581196585,117
145,37.76086628787877,-122.48900159090915,132
146,37.761098031250015,-122.47724837500002,320
147,37.74326726495727,-122.40853521367524,117
148,37.723795,-122.49564750000002,4
149,37.710866799999984,-122.463326,50
150,37.743323309859164,-122.47374852112674,142
151,37.73552014925374,-122.50562343283578,67
152,37.75617735999999,-122.5079988,125
153,37.742808317757,-122.50079710280376,107
154,37.75644295597485,-122.4695586163522,159
155,37.776025263157884,-122.50527798245611,114
156,37.718487142857136,-122.45870014285713,70
157,37.78324722397473,-122.4667658201895,634
158,37.76234333333337,-122.48128458333336,168
159,37.711158749999996,-122.42143374999999,48
160,37.7335132692308,-122.4265004615384,260
161,37.77955498915401,-122.48788932754886,461
162,37.76258814371259,-122.49684209580832,167
163,37.736806511627904,-122.4666153488372,43
164,37.780375007656936,-122.48145574272583,653
165,37.77238794520549,-122.49548404109585,146
166,37.77333738636366,-122.49062039772724,176
167,37.79451583333333,-122.4611475,12
168,37.75344849056603,-122.48428018867922,106
169,37.722224353182746,-122.43660090349071,487
170,37.73453057971013,-122.44939333333336,69
171,37.7332305376344,-122.38692365591399,93
172,37.711960441176466,-122.40525352941177,68
173,37.75171990825689,-122.5070095412844,109
174,37.7185862264151,-122.43052603773585,106
175,37.74892981132075,-122.50286716981132,53
176,37.71839755905511,-122.48151370078742,127
177,37.7159075,-122.3892975,4
178,37.78481623481782,-122.48538481781368,247
179,37.731859512195115,-122.43726280487805,164
180,37.713659769230766,-122.44363646153845,130
181,37.774846517857135,-122.50203544642854,112
182,37.75439012987011,-122.48936246753247,154
183,37.72504574074073,-122.47154870370372,54
184,37.715580545454536,-122.40788309090912,55
185,37.773443475177295,-122.47908606382974,282
186,37.73523799999999,-122.47115815384616,65
187,37.800470392156875,-122.46117137254902,51
188,37.71899559999999,-122.46319453333336,75
189,37.739251171548084,-122.42725062761502,239
190,37.74302395522386,-122.49099231343288,134
191,37.730701406250034,-122.44323117187497,128
192,37.75168208333333,-122.49284236111106,72
193,37.80724148148148,-122.47105592592591,27
194,37.73574377777778,-122.45400222222219,45
195,37.73934195312499,-122.4039459375,128
196,37.74101847058822,-122.50529035294122,85
197,37.75319359550561,-122.49637764044945,89
198,37.798137777777775,-122.46963333333335,18
199,37.71012129629629,-122.43241203703704,54
200,37.72492015748032,-122.46074283464576,127
201,37.742822641509456,-122.47599117924521,212
202,37.73755066666667,-122.44508166666667,30
203,37.71042643678159,-122.45820563218396,87
204,37.75522548387098,-122.46008290322575,62
205,37.77980046583854,-122.4923848447205,322
206,37.71265402061856,-122.45579886597942,97
207,37.720631993127135,-122.4464666323024,291
208,37.711945,-122.41486666666667,30
209,37.7241425,-122.5028675,4
210,37.743759405405406,-122.43464189189183,185
211,37.75131881355934,-122.47105796610171,59
212,37.75435553191487,-122.46566829787234,188
213,37.77983566666669,-122.50915666666668,120
214,37.729165061728395,-122.41537864197532,81
215,37.732426,-122.37969700000004,40
216,37.71504148571428,-122.47280182857149,175
217,37.72414801932368,-122.40168536231884,207
218,37.76054878048781,-122.50007154471538,123
219,37.78511308370044,-122.49980581497809,227
220,37.77485610655733,-122.45374711065563,976
221,37.73053793478262,-122.39890195652171,92
222,37.791635652173916,-122.47718195652178,46
223,37.74709397849464,-122.48354139784945,93
224,37.7253037037037,-122.45745703703703,54
225,37.72395554054053,-122.44185641891889,148
226,37.73734,-122.36835,1
227,37.788788646408804,-122.45912665745861,362
228,37.72977,-122.36911,1
229,37.74285388888888,-122.49636666666665,108
230,37.73802838709676,-122.39177602150538,93
231,37.74174272727272,-122.38482999999998,22
232,37.781817672956,-122.46340031446543,1590
233,37.71008823529411,-122.47055117647062,17
234,37.71131943396226,-122.38920999999998,53
235,37.726441710526316,-122.46582960526321,76
236,37.71109164556961,-122.44997582278486,79
237,37.77536076190476,-122.50946409523803,105
238,37.791895000000004,-122.46981,4
239,37.768077745839626,-122.45331447806363,661
240,37.77219134146341,-122.4997380487805,82
241,37.73959185365856,-122.41417087804875,410
242,37.73938345454546,-122.48615381818179,55
243,37.76391515410959,-122.45680250856167,1168
244,37.732554230769225,-122.47951269230771,26
245,37.71478172839505,-122.44714629629628,81
246,37.7786239106145,-122.50263843575424,179
247,37.774060379746835,-122.47516299578044,237
248,37.73563891428571,-122.41247411428566,175
249,37.780443950819624,-122.47299008196724,610
250,37.73838810344828,-122.43299301724139,116
251,37.783928758029944,-122.45955379014993,934
252,37.731150250000006,-122.44916875,120
253,37.71523024096387,-122.46819397590355,83
254,37.730502278481026,-122.38976974683546,79
255,37.7104445652174,-122.41256499999999,46
256,37.71288444444445,-122.43214833333333,54
257,37.74312457943929,-122.42713661682255,535
258,37.731028518518514,-122.48688851851851,27
259,37.744187073170735,-122.4440892682927,41
260,37.74297126126126,-122.48730351351347,111
261,37.71847490909091,-122.39917587878776,165
262,37.73518475000002,-122.40406458333331,120
263,37.78244504347825,-122.48380008695653,345
264,37.73049268041238,-122.42985113402057,194
265,37.76341447761195,-122.50449664179106,134
266,37.744757534246574,-122.45271815068497,146
267,37.72186607594936,-122.40932468354427,79
268,37.730413750000004,-122.50193750000001,8
269,37.71469,-122.50187,1
270,37.72818857142856,-122.38135571428572,35
271,37.79982181818181,-122.47321818181817,11
272,37.74376153846154,-122.38956384615386,13
273,37.78122210526316,-122.45618521222421,589
274,37.74089526586626,-122.42265113207544,583
275,37.75867597597595,-122.46271471471475,333
276,37.709190434782606,-122.40565173913045,23
277,37.784994924012146,-122.47428492401227,329
278,37.79544850393701,-122.4559783464567,127
279,37.71089752808991,-122.39565213483151,89
280,37.72695991666668,-122.47593508333327,240
281,37.73006449324325,-122.40453452702705,296
282,37.762772173913056,-122.45306324110666,253
283,37.719609999999996,-122.42059,3
284,37.71997594936709,-122.47105873417719,79
285,37.7861746987952,-122.48879746987954,83
286,37.73588674418605,-122.4205247286822,129
287,37.720316129032256,-122.4791919354838,93
288,37.764079650190055,-122.46567062357418,1315
289,37.71618229166666,-122.49676583333337,48
290,37.78679001377409,-122.45319210055098,1452
291,37.744510394736835,-122.46224657894736,76
292,37.72380536231885,-122.48381130434782,69
293,37.774297883211666,-122.48752197080286,137
294,37.763940229007616,-122.49283351145034,131
295,37.73912534653465,-122.39933564356436,101
296,37.72960805194804,-122.41195519480522,77
297,37.709371000000004,-122.44334233333333,30
298,37.743125593220306,-122.47003737288135,118
299,37.71578818181819,-122.3834981818182,22
300,37.71896978260871,-122.38873086956522,46
301,37.70924959183675,-122.42464367346939,49
302,37.8007544827586,-122.45570459770109,174
303,37.75747146341461,-122.47664619512189,205
304,37.72795339285715,-122.45182928571424,56
305,37.7260148951049,-122.4236574825174,143
306,37.78098996178349,-122.46976643312118,785
307,37.75208346153847,-122.45760038461539,26
308,37.735588157894746,-122.38288421052633,38
309,37.71516540816326,-122.4636140816327,98
310,37.754854255319145,-122.45441255319149,47
311,37.77601719616212,-122.45790300639636,938
312,37.796757894736835,-122.46223052631576,19
313,37.72856692307693,-122.37232307692308,13
314,37.78013681940705,-122.4848807681942,742
315,37.72093169354837,-122.3959406451613,124
316,37.72737,-122.39914230769229,26
317,37.72922784313726,-122.43453362745096,102
318,37.739422881355935,-122.4964086440678,59
319,37.76592434285713,-122.45928248571434,350
320,37.75506411111111,-122.47357877777776,90
321,37.77808072041174,-122.4624086277875,583
322,37.74429561643833,-122.4118594520548,73
323,37.7707196884735,-122.46820018691587,642
324,37.80307566037733,-122.45849500000006,106
325,37.7469494871795,-122.45536564102564,78
326,37.73582699494949,-122.42462492424251,396
327,37.732209672131155,-122.41829213114758,61
328,37.74015222222223,-122.48084158730157,63
329,37.751063,-122.46286950000001,40
330,37.74364287500001,-122.39732024999992,80
331,37.71553404761905,-122.48082738095239,42
332,37.743073615819235,-122.48053887005646,177
333,37.764157173144866,-122.4617725265017,566
334,37.75839991769547,-122.46650296296293,243
335,37.7253167287785,-122.43415298136648,483
336,37.7406425,-122.37743,4
337,37.80290615384616,-122.46641153846154,39
338,37.736351848739496,-122.39541109243693,119
339,37.735547351778635,-122.41628047430815,253
340,37.74028590163937,-122.46617655737695,305
341,37.72416795031055,-122.4301180745342,161
342,37.749838155339816,-122.47941514563105,103
343,37.76434249999998,-122.48357194444446,288
344,37.780471845493565,-122.49462545064377,233
345,37.71940634042558,-122.43885617021287,235
346,37.776852851063815,-122.48105306382978,235
347,37.73346007936505,-122.47484301587303,126
348,37.70928444444444,-122.49471000000001,9
349,37.7641415039578,-122.47494042216374,379
350,37.72914181818183,-122.46124681818178,44
351,37.807513897763556,-122.47477546325882,626
352,37.76130241666669,-122.46981495833333,240
353,37.72241427083335,-122.44917010416661,96
354,37.78587899470901,-122.46481737213412,567
355,37.73837589999998,-122.47509339999996,100
356,37.743104084507046,-122.4057204929577,142
357,37.75691430232559,-122.49924418604648,86
358,37.726252,-122.50026,5
359,37.733169999999994,-122.46819647058823,34
360,37.73679689655173,-122.40763057471267,87
361,37.77268792307692,-122.50721184615378,130
362,37.71742955752213,-122.47435132743362,113
363,37.78225973463682,-122.45338509776535,716
364,37.72193304000001,-122.42777344000001,125
365,37.71910236842107,-122.4341956578947,152
366,37.73007,-122.37745789473684,19
367,37.73026177777778,-122.38651066666664,45
368,37.72358865384616,-122.41577730769231,52
369,37.72432611111112,-122.4939561111111,18
370,37.735828202247184,-122.50284988764047,89
371,37.754144782608705,-122.48050017391311,115
372,37.778823597560965,-122.49676859756093,164
373,37.73706606382978,-122.38914946808514,94
374,37.777242469879525,-122.46613367469881,332
375,37.73701083333334,-122.49463145833334,48
376,37.73647808510637,-122.43766372340426,94
377,37.73248085365855,-122.4459657317073,82
378,37.773893568904576,-122.46622316254401,566
379,37.713290769230774,-122.41075384615382,26
380,37.72363142857144,-122.40535142857142,49
381,37.73062066666667,-122.49652533333332,15
382,37.7219962857143,-122.39186485714285,35
383,37.78033406336086,-122.47890023415988,726
384,37.73817375,-122.447298125,32
385,37.73098391304347,-122.45582282608693,46
386,37.718971749999994,-122.45415350000003,80
387,37.76029488721802,-122.49238496240605,133
388,37.71606857142854,-122.40263057142859,70
389,37.746684342105254,-122.47202131578952,76
390,37.72166529411764,-122.46096500000003,68
391,37.78398704142011,-122.4782293195266,338
392,37.73060423076924,-122.47122307692302,104
393,37.734747941176465,-122.46227764705884,34
394,37.75737364341083,-122.48457612403098,129
395,37.71144783783784,-122.41844378378379,37
396,37.72763500000002,-122.38459499999999,42
397,37.72601807692308,-122.41966615384618,52
398,37.73189607954547,-122.40897534090924,176
399,37.75180347826086,-122.50040362318842,69
