block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
a_9508,15078,1,Embarcadero Station,174301,1_merged_9191495,9008146
a_9503,15078,1,Embarcadero Station,174301,1_merged_9191495,9008144
b_3304,15258,1,Sacramento + Cherry,175837,1_merged_9191498,9086282
b_3305,15258,1,Sacramento + Cherry,175837,1_merged_9191498,9086283
b_3303,15258,1,Sacramento + Cherry,175837,1_merged_9191498,9086280
b_3307,15258,1,Arguello + California Street,175838,1_merged_9191498,9086281
b_3304,15258,1,Arguello + California Street,175838,1_merged_9191498,9086286
b_3305,15258,1,Arguello + California Street,175838,1_merged_9191498,9086287
b_3306,15258,1,Sacramento + Cherry,175837,1_merged_9191498,9086284
b_3303,15258,1,Sacramento + Cherry,175837,1_merged_9191498,9086285
b_3306,15258,1,Arguello + California Street,175838,1_merged_9191498,9086288
b_3302,15258,1,Arguello + California Street,175838,1_merged_9191498,9086289
b_9502,15300,0,S.F. Zoo,176065,3_merged_9191499,9119528
b_9505,15300,0,S.F. Zoo,176065,3_merged_9191499,9119529
b_9505,15300,0,S.F. Zoo,176065,3_merged_9191499,9119524
b_9506,15300,0,S.F. Zoo,176065,3_merged_9191499,9119525
b_9501,15300,0,S.F. Zoo,176065,3_merged_9191499,9119526
b_9504,15300,0,S.F. Zoo,176065,3_merged_9191499,9119527
b_9505,15300,0,S.F. Zoo,176065,3_merged_9191499,9119520
b_9506,15300,0,S.F. Zoo,176065,3_merged_9191499,9119521
b_9501,15300,0,S.F. Zoo,176065,3_merged_9191499,9119522
b_9503,15300,0,S.F. Zoo,176065,3_merged_9191499,9119523
b_6006,15280,0,Beach + Hyde,175924,1_merged_9191498,9107180
b_4852,15272,1,Third + 20th Streets,175901,1_merged_9191498,9099279
b_4806,15272,1,Third + 20th Streets,175901,1_merged_9191498,9099278
a_9303,15075,1,Embarcadero Station,174260,1_merged_9191495,9002019
b_6004,15280,0,Beach + Hyde,175924,3_merged_9191499,9107708
a_9301,15075,1,Embarcadero Station,174260,1_merged_9191495,9002017
a_9306,15075,1,Embarcadero Station,174260,1_merged_9191495,9002016
a_9304,15075,1,Embarcadero Station,174260,1_merged_9191495,9002014
a_9305,15075,1,Embarcadero Station,174260,1_merged_9191495,9002013
a_9302,15075,1,Embarcadero Station,174260,1_merged_9191495,9002012
a_9303,15075,1,Embarcadero Station,174260,1_merged_9191495,9002011
a_9301,15075,1,Embarcadero Station,174260,1_merged_9191495,9002010
b_3827,15265,1,Transit Center,175865,3_merged_9191499,9091048
b_3826,15265,1,Transit Center,175865,3_merged_9191499,9091049
b_355,15226,0,Presidio + California,175684,1_merged_9191498,9055248
b_358,15226,0,Presidio + California,175684,1_merged_9191498,9055249
b_116,15222,0,Geary + 33rd Avenue,175669,1_merged_9191498,9052218
b_102,15222,0,Geary + 33rd Avenue,175669,1_merged_9191498,9052219
b_109,15222,0,Presidio Avenue,175668,1_merged_9191498,9052214
b_101,15222,0,Presidio Avenue,175668,1_merged_9191498,9052215
b_358,15226,0,Presidio + California,175684,1_merged_9191498,9055240
b_3819,15265,1,Transit Center,175865,3_merged_9191499,9091043
b_122,15222,0,Presidio Avenue,175668,1_merged_9191498,9052210
b_121,15222,0,Presidio Avenue,175668,1_merged_9191498,9052211
b_111,15222,0,Presidio Avenue,175668,1_merged_9191498,9052212
b_358,15226,0,Presidio + California,175684,1_merged_9191498,9055245
a_9483,15076,0,Balboa Park,174265,3_merged_9191496,9003948
a_6702,15076,0,Balboa Park,174265,3_merged_9191496,9003949
a_571,15076,1,Ferry Plaza,174268,1_merged_9191495,9003942
a_1804,15076,0,West Portal,174266,2_merged_9191497,9003943
a_9591,15076,1,Ferry Plaza,174268,1_merged_9191495,9003940
a_0,15076,1,Ferry Plaza,174268,1_merged_9191495,9003941
a_2910,15076,1,Ferry Plaza,174268,2_merged_9191497,9003946
a_4406,15076,1,Ferry Plaza,174267,2_merged_9191497,9003947
a_2910,15076,0,West Portal,174266,2_merged_9191497,9003944
a_9591,15076,1,Ferry Plaza,174268,2_merged_9191497,9003945
b_9706,15306,1,Caltrain/Ballpark,176131,1_merged_9191498,9124781
b_9302,15297,1,Embarcadero Station,176015,2_merged_9191500,9112362
a_4404,15049,0,Bayview District,174125,2_merged_9191497,8986008
a_4409,15049,0,Bayview District,174125,2_merged_9191497,8986009
a_4410,15049,0,Bayview District,174125,2_merged_9191497,8986002
a_4401,15049,0,Bayview District,174125,2_merged_9191497,8986003
a_4403,15049,0,Bayview District,174125,2_merged_9191497,8986000
a_4402,15049,0,Bayview District,174125,2_merged_9191497,8986001
a_4405,15049,0,Bayview District,174125,2_merged_9191497,8986006
a_4407,15049,0,Bayview District,174125,2_merged_9191497,8986007
a_4408,15049,0,Bayview District,174125,2_merged_9191497,8986004
a_4406,15049,0,Bayview District,174125,2_merged_9191497,8986005
a_4507,15050,1,Caltrain Depot,174134,3_merged_9191496,8987759
a_4504,15050,1,Caltrain Depot,174134,3_merged_9191496,8987758
a_706,15010,1,Transit Center,173957,2_merged_9191497,8951318
a_709,15010,1,Transit Center,173957,2_merged_9191497,8951319
a_702,15010,1,Transit Center,173957,2_merged_9191497,8951312
a_707,15010,1,Transit Center,173957,2_merged_9191497,8951313
a_705,15010,1,Transit Center,173957,2_merged_9191497,8951310
a_712,15010,1,Transit Center,173957,2_merged_9191497,8951311
a_704,15010,1,Transit Center,173957,2_merged_9191497,8951316
a_708,15010,1,Transit Center,173957,2_merged_9191497,8951317
a_710,15010,1,Transit Center,173957,2_merged_9191497,8951314
a_701,15010,1,Transit Center,173957,2_merged_9191497,8951315
a_2205,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964042
a_2204,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964043
a_2201,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964040
a_2208,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964041
a_2202,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964046
a_2206,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964047
a_2207,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964044
a_2203,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964045
a_2201,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964048
a_2205,15025,0,Third + 20th Streets,174010,2_merged_9191497,8964049
b_9305,15297,1,Embarcadero Station,176015,2_merged_9191500,9112369
a_5705,15058,0,Lakeshore Plaza,174163,3_merged_9191496,8994801
b_9306,15297,1,Embarcadero Station,176015,2_merged_9191500,9112368
a_5702,15058,0,Lakeshore Plaza,174163,3_merged_9191496,8994800
a_5701,15058,0,Lakeshore Plaza,174163,3_merged_9191496,8994803
b_3701,15261,0,Twin Peaks,175846,2_merged_9191500,9087629
b_3703,15261,0,Twin Peaks,175846,2_merged_9191500,9087628
b_3701,15261,0,Twin Peaks,175846,2_merged_9191500,9087623
a_5702,15058,0,Lakeshore Plaza,174163,3_merged_9191496,8994805
b_3702,15261,0,Twin Peaks,175846,2_merged_9191500,9087621
b_3701,15261,0,Twin Peaks,175846,2_merged_9191500,9087620
b_3702,15261,0,Twin Peaks,175846,2_merged_9191500,9087627
b_3701,15261,0,Twin Peaks,175846,2_merged_9191500,9087626
b_3703,15261,0,Twin Peaks,175846,2_merged_9191500,9087625
a_5704,15058,0,Lakeshore Plaza,174163,3_merged_9191496,8994804
a_2807,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970977
a_2802,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970976
a_2803,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970975
a_2806,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970974
a_2801,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970973
a_2805,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970972
a_2804,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970971
a_2802,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970970
b_9612,15304,0,Balboa Park via S.F. State,176095,1_merged_9191498,9122101
a_5705,15058,0,Lakeshore Plaza,174163,3_merged_9191496,8994806
a_2804,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970979
a_2809,15030,1,North Point + Van Ness,174046,3_merged_9191496,8970978
b_355,15225,1,Ferry Plaza,175683,1_merged_9191498,9054836
b_357,15225,1,Ferry Plaza,175683,1_merged_9191498,9054837
b_353,15225,1,Ferry Plaza,175683,1_merged_9191498,9054834
b_1005,15237,1,Pacific & Polk,175737,2_merged_9191500,9067232
b_354,15225,1,Ferry Plaza,175683,1_merged_9191498,9054835
b_201,15225,1,Mission + Main,175682,1_merged_9191498,9054832
b_352,15225,1,Ferry Plaza,175683,1_merged_9191498,9054833
b_251,15225,1,Mission + Main,175682,1_merged_9191498,9054830
b_202,15225,1,Mission + Main,175682,1_merged_9191498,9054831
b_1410,15239,1,Ferry Plaza,175746,1_merged_9191498,9182353
b_1413,15239,1,Ferry Plaza,175747,1_merged_9191498,9182352
b_1404,15239,1,Ferry Plaza,175746,1_merged_9191498,9182351
b_1414,15239,1,Ferry Plaza,175747,1_merged_9191498,9182350
b_1432,15239,1,Ferry Plaza,175746,1_merged_9191498,9182357
b_1407,15239,1,Ferry Plaza,175747,1_merged_9191498,9182356
b_1412,15239,1,Ferry Plaza,175746,1_merged_9191498,9182355
b_1431,15239,1,Ferry Plaza,175747,1_merged_9191498,9182354
b_1408,15239,1,Ferry Plaza,175746,1_merged_9191498,9182359
b_1405,15239,1,Ferry Plaza,175747,1_merged_9191498,9182358
a_3811,15042,0,Balboa + 33rd Avenue,174095,1_merged_9191495,8978618
a_3804,15042,0,V. A. Hospital,174097,1_merged_9191495,8978619
a_3805,15042,0,Balboa + 33rd Avenue,174095,1_merged_9191495,8978612
a_3803,15042,0,V. A. Hospital,174097,1_merged_9191495,8978613
a_3812,15042,0,Balboa + 33rd Avenue,174095,1_merged_9191495,8978610
a_3817,15042,0,V. A. Hospital,174097,1_merged_9191495,8978611
a_3808,15042,0,Balboa + 33rd Avenue,174095,1_merged_9191495,8978616
a_3815,15042,0,V. A. Hospital,174097,1_merged_9191495,8978617
a_3816,15042,0,Balboa + 33rd Avenue,174095,1_merged_9191495,8978614
a_3813,15042,0,V. A. Hospital,174097,1_merged_9191495,8978615
b_4312,15268,0,Munich + Geneva,175873,1_merged_9191498,9094252
b_4320,15268,0,Munich + Geneva,175873,1_merged_9191498,9094253
b_4315,15268,0,Munich + Geneva,175873,1_merged_9191498,9094250
b_4313,15268,0,Munich + Geneva,175873,1_merged_9191498,9094251
b_4310,15268,0,Munich + Geneva,175873,1_merged_9191498,9094256
b_4316,15268,0,Munich + Geneva,175873,1_merged_9191498,9094257
a_863,15013,0,Geneva + Schwerin,173965,1_merged_9191495,8955345
a_864,15013,0,Geneva + Schwerin,173965,1_merged_9191495,8955344
a_861,15013,0,Geneva + Schwerin,173965,1_merged_9191495,8955347
a_862,15013,0,Geneva + Schwerin,173965,1_merged_9191495,8955346
a_867,15013,0,Geneva + Schwerin,173965,1_merged_9191495,8955341
a_868,15013,0,Geneva + Schwerin,173965,1_merged_9191495,8955340
a_865,15013,0,Geneva + Schwerin,173965,1_merged_9191495,8955343
a_866,15013,0,Geneva + Schwerin,173965,1_merged_9191495,8955342
b_4318,15268,0,Munich + Geneva,175873,1_merged_9191498,9094255
a_846,15013,1,Pacific + Kearny,173966,1_merged_9191495,8955349
a_869,15013,0,Geneva + Schwerin,173965,1_merged_9191495,8955348
b_203,15225,0,Park Presidio Boulevard,175680,1_merged_9191498,9054807
b_202,15225,0,Park Presidio Boulevard,175680,1_merged_9191498,9054806
b_201,15225,0,Park Presidio Boulevard,175680,1_merged_9191498,9054805
a_6105,15061,0,Van Ness + California,174174,1_merged_9191495,8998099
b_207,15225,0,Park Presidio Boulevard,175680,1_merged_9191498,9054803
b_203,15225,0,Park Presidio Boulevard,175680,1_merged_9191498,9054802
b_202,15225,0,Park Presidio Boulevard,175680,1_merged_9191498,9054801
b_201,15225,0,Park Presidio Boulevard,175680,1_merged_9191498,9054800
b_4804,15272,1,Third + 20th Streets,175902,2_merged_9191500,9099440
b_4307,15268,0,Munich + Geneva,175873,1_merged_9191498,9094258
b_204,15225,0,Park Presidio Boulevard,175680,1_merged_9191498,9054809
b_207,15225,0,Park Presidio Boulevard,175680,1_merged_9191498,9054808
b_9603,15304,0,Balboa Park via S.F. State,176095,1_merged_9191498,9122102
b_4315,15268,0,Munich + Geneva,175873,1_merged_9191498,9094259
b_4803,15272,1,Third + 20th Streets,175902,2_merged_9191500,9099442
b_302,15226,1,Market + Sansome,175686,3_merged_9191499,9055473
b_4802,15272,1,Third + 20th Streets,175902,2_merged_9191500,9099443
a_5401,15055,1,Bayview District,174156,2_merged_9191497,8993440
a_5406,15055,1,Bayview District,174156,2_merged_9191497,8993441
a_5407,15055,1,Bayview District,174156,2_merged_9191497,8993442
a_5404,15055,1,Bayview District,174156,2_merged_9191497,8993443
a_5405,15055,1,Bayview District,174156,2_merged_9191497,8993444
a_5402,15055,1,Bayview District,174156,2_merged_9191497,8993445
a_5403,15055,1,Bayview District,174156,2_merged_9191497,8993446
a_5403,15055,1,Bayview District,174155,2_merged_9191497,8993447
a_5401,15055,1,Bayview District,174155,2_merged_9191497,8993448
a_5401,15055,1,Bayview District,174156,2_merged_9191497,8993449
a_6103,15061,0,Van Ness + California,174174,1_merged_9191495,8998090
a_6107,15061,0,Van Ness + California,174174,1_merged_9191495,8998091
b_4804,15272,1,Third + 20th Streets,175902,2_merged_9191500,9099448
b_4801,15272,1,Third + 20th Streets,175902,2_merged_9191500,9099449
b_1201,15238,1,Van Ness Avenue,175740,1_merged_9191498,9179483
b_1204,15238,1,Van Ness Avenue,175740,1_merged_9191498,9179482
a_3827,15045,1,Transit Center,174110,2_merged_9191497,8981498
a_3826,15045,1,Transit Center,174110,2_merged_9191497,8981499
b_302,15226,1,Market + Sansome,175686,2_merged_9191500,9055412
a_3825,15045,1,Transit Center,174110,2_merged_9191497,8981490
a_3823,15045,1,Transit Center,174110,2_merged_9191497,8981491
a_3820,15045,1,Transit Center,174110,2_merged_9191497,8981492
a_3819,15045,1,Transit Center,174110,2_merged_9191497,8981493
a_3818,15045,1,Transit Center,174110,2_merged_9191497,8981494
a_3818,15045,1,Transit Center,174110,2_merged_9191497,8981495
a_3829,15045,1,Transit Center,174110,2_merged_9191497,8981496
a_3828,15045,1,Transit Center,174110,2_merged_9191497,8981497
a_9310,15075,0,Balboa Park,174254,1_merged_9191495,9001979
a_9302,15075,0,Balboa Park,174254,1_merged_9191495,9001978
b_5909,15279,1,Market + Powell,175922,1_merged_9191498,9104788
b_5905,15279,1,Market + Powell,175922,1_merged_9191498,9104789
b_6010,15280,1,TO CABLE CARS (IB),175928,1_merged_9191498,9107250
a_9303,15075,0,Balboa Park,174254,1_merged_9191495,9001971
a_9308,15075,0,Balboa Park,174254,1_merged_9191495,9001970
a_9310,15075,0,Balboa Park,174254,1_merged_9191495,9001973
a_9302,15075,0,Balboa Park,174254,1_merged_9191495,9001972
a_9307,15075,0,Balboa Park,174254,1_merged_9191495,9001975
a_9305,15075,0,Balboa Park,174254,1_merged_9191495,9001974
a_9308,15075,0,Balboa Park,174254,1_merged_9191495,9001977
a_9301,15075,0,Balboa Park,174254,1_merged_9191495,9001976
a_9401,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004257
a_9423,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004256
a_9411,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004255
a_9408,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004254
a_9406,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004253
a_9405,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004252
a_9422,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004251
a_9403,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004250
b_7603,15284,0,Marin Headlands,175938,3_merged_9191499,9110141
b_304,15226,0,Presidio + California,175684,3_merged_9191499,9055414
a_9427,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004259
a_9407,15077,1,Sunnydale & Bayshore,174287,1_merged_9191495,9004258
a_3821,15045,0,Lands End - 48th Avenue,174109,1_merged_9191495,8981142
a_3822,15045,0,Lands End - 48th Avenue,174109,1_merged_9191495,8981143
a_3841,15045,0,Lands End - 48th Avenue,174109,1_merged_9191495,8981140
a_6602,15062,0,Vicente + 30th Avenue,174178,2_merged_9191497,8999096
a_815,15012,1,Fisherman's Wharf,173964,3_merged_9191496,8953426
a_3844,15045,0,Lands End - 48th Avenue,174109,1_merged_9191495,8981147
a_3843,15045,0,Lands End - 48th Avenue,174109,1_merged_9191495,8981144
a_3823,15045,0,Lands End - 48th Avenue,174109,1_merged_9191495,8981145
a_805,15012,1,Fisherman's Wharf,173964,3_merged_9191496,8953428
a_816,15012,1,Fisherman's Wharf,173964,3_merged_9191496,8953429
a_6601,15062,1,Judah + Ninth Avenue,174180,2_merged_9191497,8999099
a_6602,15062,1,Judah + Ninth Avenue,174180,2_merged_9191497,8999098
b_3808,15262,0,Lands End - 48th Avenue,175853,2_merged_9191500,9088248
b_3804,15262,0,V. A. Hospital,175852,2_merged_9191500,9088249
a_9607,15081,0,Balboa Park via S.F. State,174316,2_merged_9191497,9156109
a_4156,15047,1,Main & Howard,174116,1_merged_9191495,8984518
a_4155,15047,1,Main & Howard,174116,1_merged_9191495,8984519
a_4158,15047,1,Main & Howard,174116,1_merged_9191495,8984512
a_4153,15047,1,Main & Howard,174116,1_merged_9191495,8984513
a_4151,15047,1,Main & Howard,174116,1_merged_9191495,8984510
a_4154,15047,1,Main & Howard,174116,1_merged_9191495,8984511
a_4161,15047,1,Main & Howard,174116,1_merged_9191495,8984516
a_4157,15047,1,Main & Howard,174116,1_merged_9191495,8984517
a_4152,15047,1,Main & Howard,174116,1_merged_9191495,8984514
a_4160,15047,1,Main & Howard,174116,1_merged_9191495,8984515
a_1202,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958199
a_1206,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958198
a_1206,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958193
a_1205,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958192
a_1204,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958191
a_1203,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958190
a_1204,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958197
a_1203,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958196
a_1207,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958195
a_1202,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958194
a_1909,15023,0,Shipyard,174002,3_merged_9191496,8962071
a_1902,15023,0,Shipyard,174002,3_merged_9191496,8962070
a_1906,15023,0,Shipyard,174002,3_merged_9191496,8962073
a_1901,15023,0,Shipyard,174002,3_merged_9191496,8962072
a_1908,15023,0,Shipyard,174002,3_merged_9191496,8962075
a_1905,15023,0,Shipyard,174002,3_merged_9191496,8962074
a_2411,15027,1,Jackson + Fillmore,174030,1_merged_9191495,8967009
a_2409,15027,1,Jackson + Fillmore,174030,1_merged_9191495,8967008
a_1902,15023,0,Shipyard,174002,3_merged_9191496,8962079
a_2414,15027,1,Jackson + Fillmore,174030,1_merged_9191495,8967006
a_2402,15027,1,Jackson + Fillmore,174030,1_merged_9191495,8967005
a_2408,15027,1,Jackson + Fillmore,174030,1_merged_9191495,8967004
a_2401,15027,1,Jackson + Fillmore,174030,1_merged_9191495,8967003
a_2415,15027,1,Jackson + Fillmore,174030,1_merged_9191495,8967002
a_2407,15027,1,Jackson + Fillmore,174030,1_merged_9191495,8967001
a_2404,15027,1,Jackson + Fillmore,174030,1_merged_9191495,8967000
a_4704,15051,0,Caltrain Depot,174137,2_merged_9191497,8988343
a_4703,15051,0,Caltrain Depot,174137,2_merged_9191497,8988342
a_4708,15051,0,Caltrain Depot,174137,2_merged_9191497,8988341
a_4705,15051,0,Caltrain Depot,174137,2_merged_9191497,8988340
a_4706,15051,0,Caltrain Depot,174137,2_merged_9191497,8988347
a_4710,15051,0,Caltrain Depot,174137,2_merged_9191497,8988346
a_4702,15051,0,Caltrain Depot,174137,2_merged_9191497,8988345
a_4701,15051,0,Caltrain Depot,174137,2_merged_9191497,8988344
b_4901,15273,1,North Point + Van Ness,175905,3_merged_9191499,9100917
a_4703,15051,0,Caltrain Depot,174137,2_merged_9191497,8988349
a_4705,15051,0,Caltrain Depot,174137,2_merged_9191497,8988348
b_4904,15273,1,North Point + Van Ness,175905,3_merged_9191499,9100916
b_4915,15273,1,North Point + Van Ness,175905,3_merged_9191499,9100915
b_4906,15273,1,North Point + Van Ness,175905,3_merged_9191499,9100914
a_5905,15059,1,Market + Powell,174167,1_merged_9191495,8995158
a_5902,15059,1,Market + Powell,174167,1_merged_9191495,8995159
a_9801,15074,0,Castro,174240,2_merged_9191497,9001025
a_9802,15074,0,Castro,174240,2_merged_9191497,9001024
a_9803,15074,0,Castro,174240,2_merged_9191497,9001023
a_9804,15074,0,Castro,174240,2_merged_9191497,9001022
a_9805,15074,0,Castro,174240,2_merged_9191497,9001021
a_9806,15074,0,Castro,174240,2_merged_9191497,9001020
a_5908,15059,1,Market + Powell,174167,1_merged_9191495,8995150
a_5902,15059,1,Market + Powell,174167,1_merged_9191495,8995151
a_5904,15059,1,Market + Powell,174167,1_merged_9191495,8995152
a_5901,15059,1,Market + Powell,174167,1_merged_9191495,8995153
a_5906,15059,1,Market + Powell,174167,1_merged_9191495,8995154
a_5908,15059,1,Market + Powell,174167,1_merged_9191495,8995155
a_9816,15074,0,Castro,174240,2_merged_9191497,9001029
a_9809,15074,0,Castro,174240,2_merged_9191497,9001028
b_814,15232,0,City College,175716,1_merged_9191498,9062103
b_804,15232,0,City College,175716,1_merged_9191498,9062102
b_807,15232,0,City College,175716,1_merged_9191498,9062101
b_822,15232,0,City College,175716,1_merged_9191498,9062100
b_823,15232,0,City College,175716,1_merged_9191498,9062107
b_817,15232,0,City College,175716,1_merged_9191498,9062106
b_801,15232,0,City College,175716,1_merged_9191498,9062105
b_815,15232,0,City College,175716,1_merged_9191498,9062104
b_802,15232,0,City College,175716,1_merged_9191498,9062109
b_808,15232,0,City College,175716,1_merged_9191498,9062108
b_5502,15276,0,UCSF Mission Bay,175912,2_merged_9191500,9103426
b_7601,15284,0,Marin Headlands,175938,3_merged_9191499,9110140
b_3813,15262,0,V. A. Hospital,175852,1_merged_9191498,9088000
b_501,15227,1,Transit Center,175692,3_merged_9191499,9171139
b_502,15227,1,Transit Center,175692,3_merged_9191499,9171138
b_513,15227,1,Transit Center,175692,3_merged_9191499,9171135
b_509,15227,1,Transit Center,175692,3_merged_9191499,9171134
b_511,15227,1,Transit Center,175692,3_merged_9191499,9171137
b_506,15227,1,Transit Center,175692,3_merged_9191499,9171136
b_592,15227,1,Market + Seventh Street,175691,3_merged_9191499,9171131
b_593,15227,1,Market + Seventh Street,175691,3_merged_9191499,9171130
b_504,15227,1,Transit Center,175692,3_merged_9191499,9171133
b_507,15227,1,Transit Center,175692,3_merged_9191499,9171132
b_1201,15238,1,Van Ness Avenue,175740,1_merged_9191498,9179441
b_1210,15238,1,Van Ness Avenue,175740,1_merged_9191498,9179440
b_1206,15238,1,Van Ness Avenue,175740,1_merged_9191498,9179443
b_1203,15238,1,Van Ness Avenue,175740,1_merged_9191498,9179442
b_1206,15238,1,Van Ness Avenue,175740,1_merged_9191498,9179445
b_1207,15238,1,Van Ness Avenue,175740,1_merged_9191498,9179444
a_6004,15060,1,Market + Powell,174172,3_merged_9191496,8998058
a_6006,15060,1,Market + Powell,174172,3_merged_9191496,8998059
a_6003,15060,1,Market + Powell,174172,3_merged_9191496,8998056
a_6006,15060,1,Market + Powell,174172,3_merged_9191496,8998057
a_6004,15060,1,Market + Powell,174172,3_merged_9191496,8998054
a_6004,15060,1,Market + Powell,174172,3_merged_9191496,8998055
a_6002,15060,1,Market + Powell,174172,3_merged_9191496,8998052
a_6008,15060,1,Market + Powell,174172,3_merged_9191496,8998053
a_6004,15060,1,Market + Powell,174172,3_merged_9191496,8998050
a_6006,15060,1,Market + Powell,174172,3_merged_9191496,8998051
a_1201,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958225
a_1206,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958224
a_1207,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958227
a_1202,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958226
a_1204,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958221
a_1203,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958220
a_1209,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958223
a_1205,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958222
b_2701,15249,1,Jackson + Van Ness,175797,1_merged_9191498,9078900
b_2705,15249,1,Jackson + Van Ness,175797,1_merged_9191498,9078901
b_2708,15249,1,Jackson + Van Ness,175797,1_merged_9191498,9078902
b_2702,15249,1,Jackson + Van Ness,175797,1_merged_9191498,9078903
a_1203,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958229
a_1208,15018,1,Van Ness Avenue,173985,1_merged_9191495,8958228
b_2706,15249,1,Jackson + Van Ness,175797,1_merged_9191498,9078906
b_2707,15249,1,Jackson + Van Ness,175797,1_merged_9191498,9078907
a_109,15002,1,Drumm + Clay,173917,2_merged_9191497,8943489
a_103,15002,1,Drumm + Clay,173917,2_merged_9191497,8943488
b_513,15228,0,Ocean Beach,175698,1_merged_9191498,9184519
b_3022,15228,0,Ocean Beach,175698,1_merged_9191498,9184518
a_107,15002,1,Presidio Avenue,173918,2_merged_9191497,8943481
a_104,15002,1,Presidio Avenue,173918,2_merged_9191497,8943480
a_112,15002,1,Drumm + Clay,173917,2_merged_9191497,8943483
a_115,15002,1,Presidio Avenue,173918,2_merged_9191497,8943482
a_101,15002,1,Drumm + Clay,173917,2_merged_9191497,8943485
a_105,15002,1,Drumm + Clay,173917,2_merged_9191497,8943484
a_107,15002,1,Drumm + Clay,173917,2_merged_9191497,8943487
a_114,15002,1,Drumm + Clay,173917,2_merged_9191497,8943486
b_9595,15301,0,Wawona + 46th Avenue,176075,3_merged_9191499,9121826
b_1201,15238,1,Van Ness Avenue,175740,3_merged_9191499,9067652
b_4509,15270,1,Caltrain Depot,175889,1_merged_9191498,9096762
a_3808,15042,1,Transit Center,174104,3_merged_9191496,8979361
a_3807,15042,1,Transit Center,174103,3_merged_9191496,8979360
a_3809,15042,1,Transit Center,174104,3_merged_9191496,8979363
a_3802,15042,1,Transit Center,174103,3_merged_9191496,8979362
a_3803,15042,1,Transit Center,174104,3_merged_9191496,8979365
a_3810,15042,1,Transit Center,174103,3_merged_9191496,8979364
a_3811,15042,1,Transit Center,174104,3_merged_9191496,8979367
a_3804,15042,1,Transit Center,174103,3_merged_9191496,8979366
a_3812,15042,1,Transit Center,174104,3_merged_9191496,8979369
a_3813,15042,1,Transit Center,174103,3_merged_9191496,8979368
b_1205,15238,1,Van Ness Avenue,175740,3_merged_9191499,9067655
b_833,15233,1,Pacific + Kearny,175721,1_merged_9191498,9064620
b_832,15233,1,Pacific + Kearny,175721,1_merged_9191498,9064621
b_707,15230,0,Great Highway,175711,1_merged_9191498,9186759
a_5703,15058,0,Lakeshore Plaza,174163,1_merged_9191495,8994609
a_5704,15058,0,Lakeshore Plaza,174163,1_merged_9191495,8994608
a_5705,15058,0,Lakeshore Plaza,174163,1_merged_9191495,8994607
a_5701,15058,0,Lakeshore Plaza,174163,1_merged_9191495,8994606
a_5702,15058,0,Lakeshore Plaza,174163,1_merged_9191495,8994605
